"Organism","treatment","experiment","experiment_ID","GC_ID","dry_weight_mg","Internal_Standard_Volume_ID","date_extraction","MeOH_Volume_dissolved","date.derivatisation","TMSH_Volume","Sample_Volume_derivatized","comment.x","runinfo","area","name_pufa","runname","runinfo_original","comment.y","Time","Timestamp","Date","Time_of_day"
"chiro","fishfood","M1","","chiro_fishfood_1_07.06.2019",2.3936,"50_SI7","27.05.2020",50,"",10,20,"","chiro fishfood 1 07.06.2019",3370252,"18:0","PUFA-KF_01.06.2020 06_47_4474","Chiro fish 1 07.06.2019","07.06.2019             ","01.06.2020 06_47_4474","2020-06-01 06:47:44","2020-06-01"," 06:47:44"
"chiro","fishfood","M1","","chiro_fishfood_1_07.06.2019",2.3936,"50_SI7","27.05.2020",50,"",10,20,"","chiro fishfood 1 07.06.2019",6215891,"18:1n-9t","PUFA-KF_01.06.2020 06_47_4474","Chiro fish 1 07.06.2019","07.06.2019             ","01.06.2020 06_47_4474","2020-06-01 06:47:44","2020-06-01"," 06:47:44"
"chiro","fishfood","M1","","chiro_fishfood_1_07.06.2019",2.3936,"50_SI7","27.05.2020",50,"",10,20,"","chiro fishfood 1 07.06.2019",16436,"18:1n-9c","PUFA-KF_01.06.2020 06_47_4474","Chiro fish 1 07.06.2019","07.06.2019             ","01.06.2020 06_47_4474","2020-06-01 06:47:44","2020-06-01"," 06:47:44"
"chiro","fishfood","M1","","chiro_fishfood_1_07.06.2019",2.3936,"50_SI7","27.05.2020",50,"",10,20,"","chiro fishfood 1 07.06.2019",10173561,"18:1n-7","PUFA-KF_01.06.2020 06_47_4474","Chiro fish 1 07.06.2019","07.06.2019             ","01.06.2020 06_47_4474","2020-06-01 06:47:44","2020-06-01"," 06:47:44"
"chiro","fishfood","M1","","chiro_fishfood_1_07.06.2019",2.3936,"50_SI7","27.05.2020",50,"",10,20,"","chiro fishfood 1 07.06.2019",9996189,"18:2n-6t","PUFA-KF_01.06.2020 06_47_4474","Chiro fish 1 07.06.2019","07.06.2019             ","01.06.2020 06_47_4474","2020-06-01 06:47:44","2020-06-01"," 06:47:44"
"chiro","fishfood","M1","","chiro_fishfood_1_07.06.2019",2.3936,"50_SI7","27.05.2020",50,"",10,20,"","chiro fishfood 1 07.06.2019",715608,"18:2n-6c","PUFA-KF_01.06.2020 06_47_4474","Chiro fish 1 07.06.2019","07.06.2019             ","01.06.2020 06_47_4474","2020-06-01 06:47:44","2020-06-01"," 06:47:44"
"chiro","fishfood","M1","","chiro_fishfood_1_07.06.2019",2.3936,"50_SI7","27.05.2020",50,"",10,20,"","chiro fishfood 1 07.06.2019",23183609,"18:3n-6","PUFA-KF_01.06.2020 06_47_4474","Chiro fish 1 07.06.2019","07.06.2019             ","01.06.2020 06_47_4474","2020-06-01 06:47:44","2020-06-01"," 06:47:44"
"chiro","fishfood","M1","","chiro_fishfood_1_07.06.2019",2.3936,"50_SI7","27.05.2020",50,"",10,20,"","chiro fishfood 1 07.06.2019",1216011,"20:0","PUFA-KF_01.06.2020 06_47_4474","Chiro fish 1 07.06.2019","07.06.2019             ","01.06.2020 06_47_4474","2020-06-01 06:47:44","2020-06-01"," 06:47:44"
"chiro","fishfood","M1","","chiro_fishfood_1_07.06.2019",2.3936,"50_SI7","27.05.2020",50,"",10,20,"","chiro fishfood 1 07.06.2019",277349,"20:1n-9","PUFA-KF_01.06.2020 06_47_4474","Chiro fish 1 07.06.2019","07.06.2019             ","01.06.2020 06_47_4474","2020-06-01 06:47:44","2020-06-01"," 06:47:44"
"chiro","fishfood","M1","","chiro_fishfood_1_07.06.2019",2.3936,"50_SI7","27.05.2020",50,"",10,20,"","chiro fishfood 1 07.06.2019",98495,"20:2n-6","PUFA-KF_01.06.2020 06_47_4474","Chiro fish 1 07.06.2019","07.06.2019             ","01.06.2020 06_47_4474","2020-06-01 06:47:44","2020-06-01"," 06:47:44"
"chiro","fishfood","M1","","chiro_fishfood_1_07.06.2019",2.3936,"50_SI7","27.05.2020",50,"",10,20,"","chiro fishfood 1 07.06.2019",37579,"20:4n-6","PUFA-KF_01.06.2020 06_47_4474","Chiro fish 1 07.06.2019","07.06.2019             ","01.06.2020 06_47_4474","2020-06-01 06:47:44","2020-06-01"," 06:47:44"
"chiro","fishfood","M1","","chiro_fishfood_1_07.06.2019",2.3936,"50_SI7","27.05.2020",50,"",10,20,"","chiro fishfood 1 07.06.2019",245790,"20:3n-3","PUFA-KF_01.06.2020 06_47_4474","Chiro fish 1 07.06.2019","07.06.2019             ","01.06.2020 06_47_4474","2020-06-01 06:47:44","2020-06-01"," 06:47:44"
"chiro","fishfood","M1","","chiro_fishfood_1_07.06.2019",2.3936,"50_SI7","27.05.2020",50,"",10,20,"","chiro fishfood 1 07.06.2019",842577,"20:5n-3","PUFA-KF_01.06.2020 06_47_4474","Chiro fish 1 07.06.2019","07.06.2019             ","01.06.2020 06_47_4474","2020-06-01 06:47:44","2020-06-01"," 06:47:44"
"chiro","fishfood","M1","","chiro_fishfood_1_07.06.2019",2.3936,"50_SI7","27.05.2020",50,"",10,20,"","chiro fishfood 1 07.06.2019",7056,"22:0","PUFA-KF_01.06.2020 06_47_4474","Chiro fish 1 07.06.2019","07.06.2019             ","01.06.2020 06_47_4474","2020-06-01 06:47:44","2020-06-01"," 06:47:44"
"chiro","fishfood","M1","","chiro_fishfood_1_07.06.2019",2.3936,"50_SI7","27.05.2020",50,"",10,20,"","chiro fishfood 1 07.06.2019",110183,"22:2n-6","PUFA-KF_01.06.2020 06_47_4474","Chiro fish 1 07.06.2019","07.06.2019             ","01.06.2020 06_47_4474","2020-06-01 06:47:44","2020-06-01"," 06:47:44"
"chiro","fishfood","M1","","chiro_fishfood_1_07.06.2019",2.3936,"50_SI7","27.05.2020",50,"",10,20,"","chiro fishfood 1 07.06.2019",2337421,"23:0","PUFA-KF_01.06.2020 06_47_4474","Chiro fish 1 07.06.2019","07.06.2019             ","01.06.2020 06_47_4474","2020-06-01 06:47:44","2020-06-01"," 06:47:44"
"chiro","fishfood","M1","","chiro_fishfood_1_07.06.2019",2.3936,"50_SI7","27.05.2020",50,"",10,20,"","chiro fishfood 1 07.06.2019",16563,"22:6n-3","PUFA-KF_01.06.2020 06_47_4474","Chiro fish 1 07.06.2019","07.06.2019             ","01.06.2020 06_47_4474","2020-06-01 06:47:44","2020-06-01"," 06:47:44"
"chiro","fishfood","M1","","chiro_fishfood_1_07.06.2019",2.3936,"50_SI7","27.05.2020",50,"",10,20,"","chiro fishfood 1 07.06.2019",376065,"24:0","PUFA-KF_01.06.2020 06_47_4474","Chiro fish 1 07.06.2019","07.06.2019             ","01.06.2020 06_47_4474","2020-06-01 06:47:44","2020-06-01"," 06:47:44"
"chiro","fishfood","M1","","chiro_fishfood_1_07.06.2019",2.3936,"50_SI7","27.05.2020",50,"",10,20,"","chiro fishfood 1 07.06.2019",257263,"24:1n-9","PUFA-KF_01.06.2020 06_47_4474","Chiro fish 1 07.06.2019","07.06.2019             ","01.06.2020 06_47_4474","2020-06-01 06:47:44","2020-06-01"," 06:47:44"
"chiro","oatmeal","M1","","chiro_oatmeal_1_03.05.2019",1.5241,"50_SI7","27.05.2020",50,"",10,20,"","chiro oatmeal 1 03.05.2019",96372,"12:0","PUFA-KF_31.05.2020 20_34_3563","Chiro oat 1 03.05.2019","03.05.2019             ","31.05.2020 20_34_3563","2020-05-31 20:34:35","2020-05-31"," 20:34:35"
"chiro","oatmeal","M1","","chiro_oatmeal_1_03.05.2019",1.5241,"50_SI7","27.05.2020",50,"",10,20,"","chiro oatmeal 1 03.05.2019",89095,"13:0","PUFA-KF_31.05.2020 20_34_3563","Chiro oat 1 03.05.2019","03.05.2019             ","31.05.2020 20_34_3563","2020-05-31 20:34:35","2020-05-31"," 20:34:35"
"chiro","oatmeal","M1","","chiro_oatmeal_1_03.05.2019",1.5241,"50_SI7","27.05.2020",50,"",10,20,"","chiro oatmeal 1 03.05.2019",41668,"14:0","PUFA-KF_31.05.2020 20_34_3563","Chiro oat 1 03.05.2019","03.05.2019             ","31.05.2020 20_34_3563","2020-05-31 20:34:35","2020-05-31"," 20:34:35"
"chiro","oatmeal","M1","","chiro_oatmeal_1_03.05.2019",1.5241,"50_SI7","27.05.2020",50,"",10,20,"","chiro oatmeal 1 03.05.2019",860584,"14:1n-5","PUFA-KF_31.05.2020 20_34_3563","Chiro oat 1 03.05.2019","03.05.2019             ","31.05.2020 20_34_3563","2020-05-31 20:34:35","2020-05-31"," 20:34:35"
"chiro","oatmeal","M1","","chiro_oatmeal_1_03.05.2019",1.5241,"50_SI7","27.05.2020",50,"",10,20,"","chiro oatmeal 1 03.05.2019",58548,"15:0","PUFA-KF_31.05.2020 20_34_3563","Chiro oat 1 03.05.2019","03.05.2019             ","31.05.2020 20_34_3563","2020-05-31 20:34:35","2020-05-31"," 20:34:35"
"chiro","oatmeal","M1","","chiro_oatmeal_1_03.05.2019",1.5241,"50_SI7","27.05.2020",50,"",10,20,"","chiro oatmeal 1 03.05.2019",2043506,"15:1n-5","PUFA-KF_31.05.2020 20_34_3563","Chiro oat 1 03.05.2019","03.05.2019             ","31.05.2020 20_34_3563","2020-05-31 20:34:35","2020-05-31"," 20:34:35"
"chiro","oatmeal","M1","","chiro_oatmeal_1_03.05.2019",1.5241,"50_SI7","27.05.2020",50,"",10,20,"","chiro oatmeal 1 03.05.2019",37675,"16:0","PUFA-KF_31.05.2020 20_34_3563","Chiro oat 1 03.05.2019","03.05.2019             ","31.05.2020 20_34_3563","2020-05-31 20:34:35","2020-05-31"," 20:34:35"
"chiro","oatmeal","M1","","chiro_oatmeal_1_03.05.2019",1.5241,"50_SI7","27.05.2020",50,"",10,20,"","chiro oatmeal 1 03.05.2019",56838,"16:1n-7","PUFA-KF_31.05.2020 20_34_3563","Chiro oat 1 03.05.2019","03.05.2019             ","31.05.2020 20_34_3563","2020-05-31 20:34:35","2020-05-31"," 20:34:35"
"chiro","oatmeal","M1","","chiro_oatmeal_1_03.05.2019",1.5241,"50_SI7","27.05.2020",50,"",10,20,"","chiro oatmeal 1 03.05.2019",14505598,"17:1n-7","PUFA-KF_31.05.2020 20_34_3563","Chiro oat 1 03.05.2019","03.05.2019             ","31.05.2020 20_34_3563","2020-05-31 20:34:35","2020-05-31"," 20:34:35"
"chiro","oatmeal","M1","","chiro_oatmeal_1_03.05.2019",1.5241,"50_SI7","27.05.2020",50,"",10,20,"","chiro oatmeal 1 03.05.2019",1275627,"18:0","PUFA-KF_31.05.2020 20_34_3563","Chiro oat 1 03.05.2019","03.05.2019             ","31.05.2020 20_34_3563","2020-05-31 20:34:35","2020-05-31"," 20:34:35"
"chiro","oatmeal","M1","","chiro_oatmeal_1_03.05.2019",1.5241,"50_SI7","27.05.2020",50,"",10,20,"","chiro oatmeal 1 03.05.2019",4947781,"18:1n-9t","PUFA-KF_31.05.2020 20_34_3563","Chiro oat 1 03.05.2019","03.05.2019             ","31.05.2020 20_34_3563","2020-05-31 20:34:35","2020-05-31"," 20:34:35"
"chiro","oatmeal","M1","","chiro_oatmeal_1_03.05.2019",1.5241,"50_SI7","27.05.2020",50,"",10,20,"","chiro oatmeal 1 03.05.2019",6422467,"18:1n-7","PUFA-KF_31.05.2020 20_34_3563","Chiro oat 1 03.05.2019","03.05.2019             ","31.05.2020 20_34_3563","2020-05-31 20:34:35","2020-05-31"," 20:34:35"
"chiro","oatmeal","M1","","chiro_oatmeal_1_03.05.2019",1.5241,"50_SI7","27.05.2020",50,"",10,20,"","chiro oatmeal 1 03.05.2019",4361737,"18:2n-6t","PUFA-KF_31.05.2020 20_34_3563","Chiro oat 1 03.05.2019","03.05.2019             ","31.05.2020 20_34_3563","2020-05-31 20:34:35","2020-05-31"," 20:34:35"
"chiro","oatmeal","M1","","chiro_oatmeal_1_03.05.2019",1.5241,"50_SI7","27.05.2020",50,"",10,20,"","chiro oatmeal 1 03.05.2019",408278,"18:2n-6c","PUFA-KF_31.05.2020 20_34_3563","Chiro oat 1 03.05.2019","03.05.2019             ","31.05.2020 20_34_3563","2020-05-31 20:34:35","2020-05-31"," 20:34:35"
"chiro","oatmeal","M1","","chiro_oatmeal_1_03.05.2019",1.5241,"50_SI7","27.05.2020",50,"",10,20,"","chiro oatmeal 1 03.05.2019",15866696,"18:3n-6","PUFA-KF_31.05.2020 20_34_3563","Chiro oat 1 03.05.2019","03.05.2019             ","31.05.2020 20_34_3563","2020-05-31 20:34:35","2020-05-31"," 20:34:35"
"chiro","oatmeal","M1","","chiro_oatmeal_1_03.05.2019",1.5241,"50_SI7","27.05.2020",50,"",10,20,"","chiro oatmeal 1 03.05.2019",264854,"20:0","PUFA-KF_31.05.2020 20_34_3563","Chiro oat 1 03.05.2019","03.05.2019             ","31.05.2020 20_34_3563","2020-05-31 20:34:35","2020-05-31"," 20:34:35"
"chiro","oatmeal","M1","","chiro_oatmeal_1_03.05.2019",1.5241,"50_SI7","27.05.2020",50,"",10,20,"","chiro oatmeal 1 03.05.2019",110518,"20:1n-9","PUFA-KF_31.05.2020 20_34_3563","Chiro oat 1 03.05.2019","03.05.2019             ","31.05.2020 20_34_3563","2020-05-31 20:34:35","2020-05-31"," 20:34:35"
"chiro","oatmeal","M1","","chiro_oatmeal_1_03.05.2019",1.5241,"50_SI7","27.05.2020",50,"",10,20,"","chiro oatmeal 1 03.05.2019",47692,"20:4n-6","PUFA-KF_31.05.2020 20_34_3563","Chiro oat 1 03.05.2019","03.05.2019             ","31.05.2020 20_34_3563","2020-05-31 20:34:35","2020-05-31"," 20:34:35"
"chiro","oatmeal","M1","","chiro_oatmeal_1_03.05.2019",1.5241,"50_SI7","27.05.2020",50,"",10,20,"","chiro oatmeal 1 03.05.2019",152636,"20:3n-3","PUFA-KF_31.05.2020 20_34_3563","Chiro oat 1 03.05.2019","03.05.2019             ","31.05.2020 20_34_3563","2020-05-31 20:34:35","2020-05-31"," 20:34:35"
"chiro","oatmeal","M1","","chiro_oatmeal_1_03.05.2019",1.5241,"50_SI7","27.05.2020",50,"",10,20,"","chiro oatmeal 1 03.05.2019",2067317,"23:0","PUFA-KF_31.05.2020 20_34_3563","Chiro oat 1 03.05.2019","03.05.2019             ","31.05.2020 20_34_3563","2020-05-31 20:34:35","2020-05-31"," 20:34:35"
"chiro","oatmeal","M1","","chiro_oatmeal_1_03.05.2019",1.5241,"50_SI7","27.05.2020",50,"",10,20,"","chiro oatmeal 1 03.05.2019",552926,"24:0","PUFA-KF_31.05.2020 20_34_3563","Chiro oat 1 03.05.2019","03.05.2019             ","31.05.2020 20_34_3563","2020-05-31 20:34:35","2020-05-31"," 20:34:35"
"chiro","oatmeal","M1","","chiro_oatmeal_1_03.05.2019",1.5241,"50_SI7","27.05.2020",50,"",10,20,"","chiro oatmeal 1 03.05.2019",424221,"24:1n-9","PUFA-KF_31.05.2020 20_34_3563","Chiro oat 1 03.05.2019","03.05.2019             ","31.05.2020 20_34_3563","2020-05-31 20:34:35","2020-05-31"," 20:34:35"
"chiro","oatmeal","M1","","chiro_oatmeal_2_03.05.2019",2.2073,"50_SI7","27.05.2020",50,"",10,20,"","chiro oatmeal 2 03.05.2019",64128,"12:0","PUFA-KF_01.06.2020 04_56_1372","Chiro oat 2 03.05.2019","03.05.2019             ","01.06.2020 04_56_1372","2020-06-01 04:56:13","2020-06-01"," 04:56:13"
"chiro","oatmeal","M1","","chiro_oatmeal_2_03.05.2019",2.2073,"50_SI7","27.05.2020",50,"",10,20,"","chiro oatmeal 2 03.05.2019",53510,"13:0","PUFA-KF_01.06.2020 04_56_1372","Chiro oat 2 03.05.2019","03.05.2019             ","01.06.2020 04_56_1372","2020-06-01 04:56:13","2020-06-01"," 04:56:13"
"chiro","oatmeal","M1","","chiro_oatmeal_2_03.05.2019",2.2073,"50_SI7","27.05.2020",50,"",10,20,"","chiro oatmeal 2 03.05.2019",1255023,"14:1n-5","PUFA-KF_01.06.2020 04_56_1372","Chiro oat 2 03.05.2019","03.05.2019             ","01.06.2020 04_56_1372","2020-06-01 04:56:13","2020-06-01"," 04:56:13"
"chiro","oatmeal","M1","","chiro_oatmeal_2_03.05.2019",2.2073,"50_SI7","27.05.2020",50,"",10,20,"","chiro oatmeal 2 03.05.2019",20478,"15:0","PUFA-KF_01.06.2020 04_56_1372","Chiro oat 2 03.05.2019","03.05.2019             ","01.06.2020 04_56_1372","2020-06-01 04:56:13","2020-06-01"," 04:56:13"
"chiro","oatmeal","M1","","chiro_oatmeal_2_03.05.2019",2.2073,"50_SI7","27.05.2020",50,"",10,20,"","chiro oatmeal 2 03.05.2019",24245,"15:0","PUFA-KF_01.06.2020 04_56_1372","Chiro oat 2 03.05.2019","03.05.2019             ","01.06.2020 04_56_1372","2020-06-01 04:56:13","2020-06-01"," 04:56:13"
"chiro","oatmeal","M1","","chiro_oatmeal_2_03.05.2019",2.2073,"50_SI7","27.05.2020",50,"",10,20,"","chiro oatmeal 2 03.05.2019",4769849,"15:1n-5","PUFA-KF_01.06.2020 04_56_1372","Chiro oat 2 03.05.2019","03.05.2019             ","01.06.2020 04_56_1372","2020-06-01 04:56:13","2020-06-01"," 04:56:13"
"chiro","oatmeal","M1","","chiro_oatmeal_2_03.05.2019",2.2073,"50_SI7","27.05.2020",50,"",10,20,"","chiro oatmeal 2 03.05.2019",162810,"16:0","PUFA-KF_01.06.2020 04_56_1372","Chiro oat 2 03.05.2019","03.05.2019             ","01.06.2020 04_56_1372","2020-06-01 04:56:13","2020-06-01"," 04:56:13"
"chiro","oatmeal","M1","","chiro_oatmeal_2_03.05.2019",2.2073,"50_SI7","27.05.2020",50,"",10,20,"","chiro oatmeal 2 03.05.2019",8540,"17:0","PUFA-KF_01.06.2020 04_56_1372","Chiro oat 2 03.05.2019","03.05.2019             ","01.06.2020 04_56_1372","2020-06-01 04:56:13","2020-06-01"," 04:56:13"
"chiro","oatmeal","M1","","chiro_oatmeal_2_03.05.2019",2.2073,"50_SI7","27.05.2020",50,"",10,20,"","chiro oatmeal 2 03.05.2019",30236694,"17:1n-7","PUFA-KF_01.06.2020 04_56_1372","Chiro oat 2 03.05.2019","03.05.2019             ","01.06.2020 04_56_1372","2020-06-01 04:56:13","2020-06-01"," 04:56:13"
"chiro","oatmeal","M1","","chiro_oatmeal_2_03.05.2019",2.2073,"50_SI7","27.05.2020",50,"",10,20,"","chiro oatmeal 2 03.05.2019",1856757,"18:0","PUFA-KF_01.06.2020 04_56_1372","Chiro oat 2 03.05.2019","03.05.2019             ","01.06.2020 04_56_1372","2020-06-01 04:56:13","2020-06-01"," 04:56:13"
"chiro","oatmeal","M1","","chiro_oatmeal_2_03.05.2019",2.2073,"50_SI7","27.05.2020",50,"",10,20,"","chiro oatmeal 2 03.05.2019",6067553,"18:1n-9t","PUFA-KF_01.06.2020 04_56_1372","Chiro oat 2 03.05.2019","03.05.2019             ","01.06.2020 04_56_1372","2020-06-01 04:56:13","2020-06-01"," 04:56:13"
"chiro","oatmeal","M1","","chiro_oatmeal_2_03.05.2019",2.2073,"50_SI7","27.05.2020",50,"",10,20,"","chiro oatmeal 2 03.05.2019",12139142,"18:1n-7","PUFA-KF_01.06.2020 04_56_1372","Chiro oat 2 03.05.2019","03.05.2019             ","01.06.2020 04_56_1372","2020-06-01 04:56:13","2020-06-01"," 04:56:13"
"chiro","oatmeal","M1","","chiro_oatmeal_2_03.05.2019",2.2073,"50_SI7","27.05.2020",50,"",10,20,"","chiro oatmeal 2 03.05.2019",10046892,"18:2n-6t","PUFA-KF_01.06.2020 04_56_1372","Chiro oat 2 03.05.2019","03.05.2019             ","01.06.2020 04_56_1372","2020-06-01 04:56:13","2020-06-01"," 04:56:13"
"chiro","oatmeal","M1","","chiro_oatmeal_2_03.05.2019",2.2073,"50_SI7","27.05.2020",50,"",10,20,"","chiro oatmeal 2 03.05.2019",765461,"18:2n-6c","PUFA-KF_01.06.2020 04_56_1372","Chiro oat 2 03.05.2019","03.05.2019             ","01.06.2020 04_56_1372","2020-06-01 04:56:13","2020-06-01"," 04:56:13"
"chiro","oatmeal","M1","","chiro_oatmeal_2_03.05.2019",2.2073,"50_SI7","27.05.2020",50,"",10,20,"","chiro oatmeal 2 03.05.2019",26255475,"18:3n-6","PUFA-KF_01.06.2020 04_56_1372","Chiro oat 2 03.05.2019","03.05.2019             ","01.06.2020 04_56_1372","2020-06-01 04:56:13","2020-06-01"," 04:56:13"
"chiro","oatmeal","M1","","chiro_oatmeal_2_03.05.2019",2.2073,"50_SI7","27.05.2020",50,"",10,20,"","chiro oatmeal 2 03.05.2019",403774,"20:0","PUFA-KF_01.06.2020 04_56_1372","Chiro oat 2 03.05.2019","03.05.2019             ","01.06.2020 04_56_1372","2020-06-01 04:56:13","2020-06-01"," 04:56:13"
"chiro","oatmeal","M1","","chiro_oatmeal_2_03.05.2019",2.2073,"50_SI7","27.05.2020",50,"",10,20,"","chiro oatmeal 2 03.05.2019",272449,"20:1n-9","PUFA-KF_01.06.2020 04_56_1372","Chiro oat 2 03.05.2019","03.05.2019             ","01.06.2020 04_56_1372","2020-06-01 04:56:13","2020-06-01"," 04:56:13"
"chiro","oatmeal","M1","","chiro_oatmeal_2_03.05.2019",2.2073,"50_SI7","27.05.2020",50,"",10,20,"","chiro oatmeal 2 03.05.2019",10720,"20:4n-6","PUFA-KF_01.06.2020 04_56_1372","Chiro oat 2 03.05.2019","03.05.2019             ","01.06.2020 04_56_1372","2020-06-01 04:56:13","2020-06-01"," 04:56:13"
"chiro","oatmeal","M1","","chiro_oatmeal_2_03.05.2019",2.2073,"50_SI7","27.05.2020",50,"",10,20,"","chiro oatmeal 2 03.05.2019",486502,"20:3n-3","PUFA-KF_01.06.2020 04_56_1372","Chiro oat 2 03.05.2019","03.05.2019             ","01.06.2020 04_56_1372","2020-06-01 04:56:13","2020-06-01"," 04:56:13"
"chiro","oatmeal","M1","","chiro_oatmeal_2_03.05.2019",2.2073,"50_SI7","27.05.2020",50,"",10,20,"","chiro oatmeal 2 03.05.2019",37565,"22:0","PUFA-KF_01.06.2020 04_56_1372","Chiro oat 2 03.05.2019","03.05.2019             ","01.06.2020 04_56_1372","2020-06-01 04:56:13","2020-06-01"," 04:56:13"
"chiro","oatmeal","M1","","chiro_oatmeal_2_03.05.2019",2.2073,"50_SI7","27.05.2020",50,"",10,20,"","chiro oatmeal 2 03.05.2019",78317,"22:2n-6","PUFA-KF_01.06.2020 04_56_1372","Chiro oat 2 03.05.2019","03.05.2019             ","01.06.2020 04_56_1372","2020-06-01 04:56:13","2020-06-01"," 04:56:13"
"chiro","oatmeal","M1","","chiro_oatmeal_2_03.05.2019",2.2073,"50_SI7","27.05.2020",50,"",10,20,"","chiro oatmeal 2 03.05.2019",2614276,"23:0","PUFA-KF_01.06.2020 04_56_1372","Chiro oat 2 03.05.2019","03.05.2019             ","01.06.2020 04_56_1372","2020-06-01 04:56:13","2020-06-01"," 04:56:13"
"chiro","oatmeal","M1","","chiro_oatmeal_2_03.05.2019",2.2073,"50_SI7","27.05.2020",50,"",10,20,"","chiro oatmeal 2 03.05.2019",101622,"22:6n-3","PUFA-KF_01.06.2020 04_56_1372","Chiro oat 2 03.05.2019","03.05.2019             ","01.06.2020 04_56_1372","2020-06-01 04:56:13","2020-06-01"," 04:56:13"
"chiro","oatmeal","M1","","chiro_oatmeal_2_03.05.2019",2.2073,"50_SI7","27.05.2020",50,"",10,20,"","chiro oatmeal 2 03.05.2019",1200468,"24:0","PUFA-KF_01.06.2020 04_56_1372","Chiro oat 2 03.05.2019","03.05.2019             ","01.06.2020 04_56_1372","2020-06-01 04:56:13","2020-06-01"," 04:56:13"
"chiro","oatmeal","M1","","chiro_oatmeal_2_03.05.2019",2.2073,"50_SI7","27.05.2020",50,"",10,20,"","chiro oatmeal 2 03.05.2019",1041790,"24:1n-9","PUFA-KF_01.06.2020 04_56_1372","Chiro oat 2 03.05.2019","03.05.2019             ","01.06.2020 04_56_1372","2020-06-01 04:56:13","2020-06-01"," 04:56:13"
"chiro","oatmeal","M1","","chiro_oatmeal_1_10.05.2019",2.9722,"50_SI7","27.05.2020",50,"",10,20,"","chiro oatmeal 1 10.05.2019",26566,"12:0","PUFA-KF_01.06.2020 08_39_1376","Chiro oat 1 10.05.2019","10.05.2019             ","01.06.2020 08_39_1376","2020-06-01 08:39:13","2020-06-01"," 08:39:13"
"chiro","oatmeal","M1","","chiro_oatmeal_1_10.05.2019",2.9722,"50_SI7","27.05.2020",50,"",10,20,"","chiro oatmeal 1 10.05.2019",18379,"13:0","PUFA-KF_01.06.2020 08_39_1376","Chiro oat 1 10.05.2019","10.05.2019             ","01.06.2020 08_39_1376","2020-06-01 08:39:13","2020-06-01"," 08:39:13"
"chiro","oatmeal","M1","","chiro_oatmeal_1_10.05.2019",2.9722,"50_SI7","27.05.2020",50,"",10,20,"","chiro oatmeal 1 10.05.2019",5665,"14:0","PUFA-KF_01.06.2020 08_39_1376","Chiro oat 1 10.05.2019","10.05.2019             ","01.06.2020 08_39_1376","2020-06-01 08:39:13","2020-06-01"," 08:39:13"
"chiro","oatmeal","M1","","chiro_oatmeal_1_10.05.2019",2.9722,"50_SI7","27.05.2020",50,"",10,20,"","chiro oatmeal 1 10.05.2019",1111577,"14:1n-5","PUFA-KF_01.06.2020 08_39_1376","Chiro oat 1 10.05.2019","10.05.2019             ","01.06.2020 08_39_1376","2020-06-01 08:39:13","2020-06-01"," 08:39:13"
"chiro","oatmeal","M1","","chiro_oatmeal_1_10.05.2019",2.9722,"50_SI7","27.05.2020",50,"",10,20,"","chiro oatmeal 1 10.05.2019",21291,"15:0","PUFA-KF_01.06.2020 08_39_1376","Chiro oat 1 10.05.2019","10.05.2019             ","01.06.2020 08_39_1376","2020-06-01 08:39:13","2020-06-01"," 08:39:13"
"chiro","oatmeal","M1","","chiro_oatmeal_1_10.05.2019",2.9722,"50_SI7","27.05.2020",50,"",10,20,"","chiro oatmeal 1 10.05.2019",3514716,"15:1n-5","PUFA-KF_01.06.2020 08_39_1376","Chiro oat 1 10.05.2019","10.05.2019             ","01.06.2020 08_39_1376","2020-06-01 08:39:13","2020-06-01"," 08:39:13"
"chiro","oatmeal","M1","","chiro_oatmeal_1_10.05.2019",2.9722,"50_SI7","27.05.2020",50,"",10,20,"","chiro oatmeal 1 10.05.2019",131361,"16:0","PUFA-KF_01.06.2020 08_39_1376","Chiro oat 1 10.05.2019","10.05.2019             ","01.06.2020 08_39_1376","2020-06-01 08:39:13","2020-06-01"," 08:39:13"
"chiro","oatmeal","M1","","chiro_oatmeal_1_10.05.2019",2.9722,"50_SI7","27.05.2020",50,"",10,20,"","chiro oatmeal 1 10.05.2019",21272357,"17:1n-7","PUFA-KF_01.06.2020 08_39_1376","Chiro oat 1 10.05.2019","10.05.2019             ","01.06.2020 08_39_1376","2020-06-01 08:39:13","2020-06-01"," 08:39:13"
"chiro","oatmeal","M1","","chiro_oatmeal_1_10.05.2019",2.9722,"50_SI7","27.05.2020",50,"",10,20,"","chiro oatmeal 1 10.05.2019",1328118,"18:0","PUFA-KF_01.06.2020 08_39_1376","Chiro oat 1 10.05.2019","10.05.2019             ","01.06.2020 08_39_1376","2020-06-01 08:39:13","2020-06-01"," 08:39:13"
"chiro","oatmeal","M1","","chiro_oatmeal_1_10.05.2019",2.9722,"50_SI7","27.05.2020",50,"",10,20,"","chiro oatmeal 1 10.05.2019",3258574,"18:1n-9t","PUFA-KF_01.06.2020 08_39_1376","Chiro oat 1 10.05.2019","10.05.2019             ","01.06.2020 08_39_1376","2020-06-01 08:39:13","2020-06-01"," 08:39:13"
