ID,stream,position,trap,time,order,suborder,family,subfamily,genus,species,dry mass (mg),,
1447,Otterbach,up,2,2018-08-13,Diptera,Nematocera,Chaoboridae,,,,0.388,,
1448,Otterbach,up,2,2018-08-13,Trichoptera,,Uenoidae,,,,1.0204,,
1449,Triefenbach,down,2,2018-07-30,Diptera,Nematocera,Chironomidae,,,,0.1503,,
1450,Triefenbach,down,2,2018-07-30,Ephemeroptera,,,,,,0.2138,,
1451,Triefenbach,down,2,2018-07-30,Ephemeroptera,,Baetidae,,Baetis,rhodani,1.967,,
1452,Triefenbach,down,2,2018-07-30,Ephemeroptera,,Baetidae,,Baetis,,0.3886,,
1454,Klingbach,up,2,2018-07-30,Diptera,Nematocera,Chironomidae,,,,0.1744,,
1456,Otterbach,down,2,2018-07-26,Diptera,Nematocera,Chironomidae,,,,0.0731,,
1458,Hainbach,up,1,2018-07-26,Diptera,Nematocera,Chironomidae,,,,0.166,,
1461,Dierbach,up,2,2018-07-26,Diptera,Nematocera,Chironomidae,,,,1.0124,,
1465,Kropsbach,up,2,2018-07-30,Diptera,Nematocera,Chaoboridae,,,,0.1354,,
1466,Kropsbach,up,2,2018-07-30,Diptera,Nematocera,Chironomidae,,,,0.4387,,
1469,Russbach,down,1,2018-07-23,Ephemeroptera,,,,,,1.48,,
1471,Kropsbach,down,2,2018-07-30,Ephemeroptera,,Baetidae,,Baetis,rhodani,0.289,,
1472,Kropsbach,down,2,2018-07-30,Diptera,Nematocera,Chaoboridae,,,,2.5079,,
1473,Kropsbach,down,2,2018-07-30,Diptera,Nematocera,Chironomidae,,,,0.9352,,
1474,Kropsbach,down,2,2018-07-30,Trichoptera,,Hydropsychidae,,Hydropsyche,,10.0746,,
1475,Kropsbach,down,2,2018-07-30,Trichoptera,,Hydropsychidae,,Hydropsyche,,4.9904,,
1476,Russbach,up,2,2018-08-13,Diptera,Nematocera,Chironomidae,,,,2.0157,,
1477,Russbach,up,2,2018-08-13,Diptera,Nematocera,Ptychopteridae,,,,2.052,,
1478,Russbach,up,2,2018-08-13,Diptera,Nematocera,Limoniidae,,,,6.1442,,
1481,Russbach,up,2,2018-07-19,Diptera,Nematocera,Chaoboridae,,,,0.9003,,
1482,Russbach,up,2,2018-07-19,Diptera,Nematocera,Chironomidae,,,,0.0821,,
1484,Otterbach,up,1,2018-07-26,Diptera,Nematocera,Chironomidae,,,,0.2366,,
1487,Dierbach,up,1,2018-07-26,Diptera,Nematocera,Chironomidae,,,,0.0109,,
1488,Isenach,up,2,2018-07-26,Diptera,Nematocera,Chironomidae,,,,0.0085,,
1493,Kaiserbach,down,2,2018-07-26,Diptera,Nematocera,Chironomidae,,,,0.0395,,
1495,Modenbach,up,1,2018-07-30,Trichoptera,,Sericostomatidae,,,,3.8766,,
1496,Modenbach,up,1,2018-07-30,Trichoptera,,Hydropsychidae,,Hydropsyche,,26.7337,,
1497,Klingbach,up,1,2018-07-26,Diptera,Nematocera,Chironomidae,,,,0.0134,,
1498,Klingbach,up,1,2018-07-26,Ephemeroptera,,,,,,0.6018,,
1500,Kaiserbach,up,1,2018-07-26,Ephemeroptera,,,,,,0.421,,
1501,Kaiserbach,up,1,2018-07-26,Diptera,Nematocera,Chironomidae,,,,0.2472,,
1503,Kaiserbach,up,2,2018-07-26,Ephemeroptera,,,,,,0.2438,,
1507,Hainbach,down,1,2018-07-30,Diptera,Nematocera,Chironomidae,,,,0.3262,,
1508,Hainbach,down,1,2018-07-30,Diptera,Brachycera,Empididae,,,,0.6326,,
1510,Modenbach,up,2,2018-07-30,Diptera,Nematocera,Simuliidae,,,,0.4871,,
1511,Isenach,down,2,2018-07-26,Diptera,Nematocera,Chaoboridae,,,,3.155,,
1512,Isenach,down,2,2018-07-26,Trichoptera,,Leptoceridae,,Mystacides,nigra,4.8718,,
1513,Isenach,down,2,2018-07-26,Diptera,Nematocera,Chironomidae,,,,5.0033,,
1514,Isenach,down,2,2018-07-26,Trichoptera,,Hydroptilidae,,,,0.1834,,
1515,Isenach,down,2,2018-07-26,Diptera,Nematocera,Chaoboridae,,,,0.8381,,
1517,Russbach,up,1,2018-07-19,Diptera,Brachycera,Empididae,,,,3.1967,,
1520,Russbach,up,1,2018-07-19,Diptera,Nematocera,Chironomidae,,,,0.3444,,
1522,Klingbach,up,2,2018-07-26,Ephemeroptera,,Baetidae,,Baetis,rhodani,1.5879,,
1523,Klingbach,up,2,2018-07-26,Diptera,Nematocera,Chironomidae,,,,0.0929,,
1524,Klingbach,up,2,2018-07-26,Trichoptera,,Hydropsychidae,,Hydropsyche,,4.7803,,
1527,Klingbach,down,2,2018-07-30,Diptera,Nematocera,Chironomidae,,,,0.5088,,
1528,Klingbach,down,2,2018-07-30,Diptera,Nematocera,Chaoboridae,,,,0.9766,,
1529,Klingbach,down,2,2018-07-30,Trichoptera,,Hydropsychidae,,Hydropsyche,,7.2984,,
1532,Isenach,down,1,2018-07-19,Diptera,Nematocera,Chironomidae,,,,1.278,,
1534,Isenach,down,1,2018-07-19,Ephemeroptera,,Baetidae,,Baetis,rhodani,1.2993,,
1536,Kaiserbach,down,1,2018-07-26,Diptera,Nematocera,Chironomidae,,,,0.6522,,
1538,Modenbach,down,1,2018-07-30,Diptera,Nematocera,Chironomidae,,,,0.0426,,
1546,Russbach,down,1,2018-07-30,Diptera,Nematocera,Chironomidae,,,,0.1408,,
1548,Russbach,down,1,2018-07-30,Ephemeroptera,,Baetidae,,Baetis,macani,0.3467,,
1550,Kropsbach,up,2,2018-07-26,Diptera,Nematocera,Chironomidae,,,,0.0955,,
1552,Russbach,up,2,2018-07-30,Diptera,Brachycera,Empididae,,,,1.4586,,
1553,Russbach,up,2,2018-07-30,Diptera,Nematocera,Chironomidae,,,,0.4771,,
1554,Russbach,down,1,2018-07-30,Ephemeroptera,,Baetidae,,Baetis,rhodani,0.5635,,
1556,Russbach,down,2,2018-07-30,Diptera,Nematocera,Chironomidae,,,,0.6102,,
1557,Russbach,down,2,2018-07-30,Ephemeroptera,,Baetidae,,Baetis,macani,1.5581,,
1558,Russbach,down,2,2018-07-30,Diptera,Nematocera,Ceratopogonidae,,,,0.0097,,
1560,Dierbach,up,2,2018-07-30,Diptera,Nematocera,Chironomidae,,,,0.6188,,
1561,Dierbach,up,2,2018-07-30,Diptera,Brachycera,Empididae,,,,0.1532,,
1563,Triefenbach,down,1,2018-07-30,Diptera,Nematocera,Chironomidae,,,,0.164,,
1564,Triefenbach,down,1,2018-07-30,Diptera,Nematocera,Chaoboridae,,,,0.1824,,
1565,Triefenbach,up,2,2018-07-26,Diptera,Nematocera,Chaoboridae,,,,0.5606,,
1569,Kaiserbach,up,1,2018-07-19,Diptera,Brachycera,Empididae,,,,2.5603,,
1571,Kaiserbach,up,1,2018-07-19,Diptera,Nematocera,Chironomidae,,,,0.2855,,
1572,Triefenbach,up,2,2018-07-26,Diptera,Nematocera,Simuliidae,,,,0.9257,,
1573,Triefenbach,up,2,2018-07-26,Trichoptera,,Hydropsychidae,,Hydropsyche,,7.3081,,
1575,Triefenbach,up,2,2018-07-26,Diptera,Nematocera,Chironomidae,,,,0.0832,,
1577,Otterbach,up,1,2018-07-30,Diptera,Nematocera,Chironomidae,,,,0.6012,,
1581,Russbach,up,1,2018-07-26,Diptera,Nematocera,Chironomidae,,,,0.0208,,
1583,Russbach,up,1,2018-07-26,Diptera,Nematocera,Ceratopogonidae,,,,0.1773,,
1587,Kropsbach,up,2,2018-07-19,Diptera,Nematocera,Chironomidae,,,,1.2079,,
1590,Klingbach,down,1,2018-07-30,Ephemeroptera,,Baetidae,,Baetis,macani,0.3187,,
1591,Klingbach,down,1,2018-07-30,Diptera,Nematocera,Chironomidae,,,,0.1222,,
1593,Dierbach,down,1,2018-07-26,Diptera,Nematocera,Chironomidae,,,,0.2379,,
1594,Dierbach,down,1,2018-07-26,Trichoptera,,Psychomyidae,,,,0.5466,,
1597,Dierbach,down,2,2018-06-30,Diptera,Nematocera,Chironomidae,,,,0.1503,,
1598,Dierbach,down,2,2018-06-30,Diptera,Nematocera,Chaoboridae,,,,0.5288,,
1599,Dierbach,down,1,2018-07-26,Diptera,Nematocera,Chaoboridae,,,,0.7426,,
1601,Kropsbach,down,1,2018-07-30,Diptera,Nematocera,Chironomidae,,,,1.4552,,
1603,Kropsbach,down,1,2018-07-30,Ephemeroptera,,Baetidae,,Baetis,scambus,0.4432,,
1604,Kropsbach,down,1,2018-07-30,Ephemeroptera,,Baetidae,,Baetis,,0.7443,,
1605,Kropsbach,down,1,2018-07-30,Trichoptera,,Hydropsychidae,,Hydropsyche,,12.9808,,
1606,Kropsbach,down,1,2018-07-30,Trichoptera,,Psychomyidae,,,,1.1754,,
1610,Klingbach,down,1,2018-07-19,Diptera,Nematocera,Chironomidae,,,,0.0873,,
1611,Klingbach,down,1,2018-07-19,Ephemeroptera,,Baetidae,,Baetis,scambus,0.3931,,
1612,Modenbach,up,2,2018-07-26,Trichoptera,,Hydropsychidae,,Hydropsyche,,21.0294,,
1613,Modenbach,up,2,2018-07-26,Diptera,Nematocera,Chironomidae,,,,0.2409,,
1614,Kropsbach,up,1,2018-07-19,Diptera,Nematocera,Chironomidae,,,,0.1899,,
1617,Kropsbach,up,1,2018-07-19,Diptera,Nematocera,Limoniidae,,,,1.0924,,
1619,Russbach,up,1,2018-07-23,Diptera,Nematocera,Ptychopteridae,,,,1.4434,,
1622,Russbach,up,1,2018-07-23,Diptera,Nematocera,Ceratopogonidae,,,,0.1047,,
1623,Russbach,up,1,2018-07-23,Diptera,Nematocera,Chironomidae,,,,0.0742,,
1625,Russbach,up,1,2018-07-23,Ephemeroptera,,Baetidae,,Baetis,,0.367,,
1629,Russbach,down,2,2018-07-19,Diptera,Nematocera,Ceratopogonidae,,,,0.0569,,
1631,Isenach,up,2,2018-04-12,Diptera,Nematocera,Chironomidae,,,,0.8408,,
1632,Isenach,up,2,2018-04-12,Ephemeroptera,,Baetidae,,Baetis,rhodani,1.9762,,
1634,Otterbach,up,1,2018-07-19,Diptera,Nematocera,Chironomidae,,,,0.1428,,
1635,Isenach,up,1,2018-07-19,Diptera,Nematocera,Chironomidae,,,,0.1585,,
1637,Otterbach,up,2,2018-07-26,Diptera,Nematocera,Chaoboridae,,,,0.3327,,
1640,Isenach,down,2,2018-04-12,Diptera,Nematocera,Chironomidae,,,,5.1631,,
1644,Kropsbach,down,2,2018-07-26,Diptera,Nematocera,Chironomidae,,,,0.2249,,
1647,Kropsbach,down,2,2018-07-26,Ephemeroptera,,Baetidae,,Baetis,,0.7888,,
1648,Kropsbach,down,2,2018-07-26,Trichoptera,,Hydropsychidae,,Hydropsyche,,18.4727,,
1649,Isenach,up,1,2018-04-12,Ephemeroptera,,Baetidae,,Baetis,digitatus,4.2434,,
1650,Isenach,up,1,2018-04-12,Diptera,Nematocera,Chironomidae,,,,0.1026,,
1653,Kropsbach,down,1,2018-07-26,Diptera,Nematocera,Chironomidae,,,,0.3636,,
1654,Kropsbach,down,1,2018-07-26,Trichoptera,,Hydropsychidae,,Hydropsyche,,26.0972,,
1656,Isenach,down,1,2018-04-12,Diptera,Nematocera,Chironomidae,,,,6.3371,,
1657,Isenach,down,1,2018-04-12,Ephemeroptera,,Baetidae,,Baetis,macani,4.436,,
1660,Isenach,down,2,2018-07-19,Diptera,Nematocera,Chironomidae,,,,4.1205,,
1662,Modenbach,up,1,2018-07-26,Diptera,Nematocera,Chironomidae,,,,0.054,,
1663,Modenbach,up,1,2018-07-26,Diptera,Nematocera,Simuliidae,,,,0.1537,,
1664,Modenbach,up,1,2018-07-26,Trichoptera,,Hydropsychidae,,Hydropsyche,,7.2191,,
1665,Modenbach,up,1,2018-07-26,Ephemeroptera,,Baetidae,,Baetis,macani,0.2652,,
1668,Kaiserbach,down,1,2018-07-19,Diptera,Nematocera,Chironomidae,,,,0.1031,,
1669,Kaiserbach,down,1,2018-07-19,Trichoptera,,Hydropsychidae,,Hydropsyche,,23.5335,,
1671,Hainbach,down,2,2018-07-26,Diptera,Nematocera,Chironomidae,,,,0.0893,,
1673,Hainbach,up,2,2018-07-26,Diptera,Nematocera,Chironomidae,,,,0.1402,,
1678,Hainbach,down,1,2018-07-26,Diptera,Nematocera,Chironomidae,,,,0.301,,
1681,Triefenbach,up,2,2018-07-30,Diptera,Nematocera,Chironomidae,,,,0.3664,,
1682,Triefenbach,up,2,2018-07-30,Diptera,Nematocera,Simuliidae,,,,2.3613,,
1683,Triefenbach,up,2,2018-07-30,Ephemeroptera,,,,,,0.1595,,
1685,Klingbach,up,1,2018-07-30,Diptera,Nematocera,Chironomidae,,,,0.1177,,
1686,Klingbach,up,1,2018-07-30,Trichoptera,,Hydropsychidae,,Hydropsyche,,3.4057,,
1687,Klingbach,up,1,2018-07-30,Ephemeroptera,,Baetidae,,Baetis,macani,0.7693,,
1688,Klingbach,up,1,2018-07-30,Ephemeroptera,,,,,,0.4613,,
1690,Kropsbach,down,2,2018-07-19,Diptera,Nematocera,Chironomidae,,,,1.4871,,
1694,Triefenbach,down,2,2018-07-26,Diptera,Nematocera,Chironomidae,,,,0.7242,,
1695,Triefenbach,down,2,2018-07-26,Ephemeroptera,,,,,,0.2389,,
1697,Triefenbach,down,1,2018-07-26,Diptera,Nematocera,Chironomidae,,,,0.0902,,
1698,Triefenbach,down,1,2018-07-26,Ephemeroptera,,Baetidae,,Baetis,macani,0.3161,,
1700,Russbach,down,2,2018-07-26,Diptera,Nematocera,Chironomidae,,,,0.0472,,
1701,Russbach,down,2,2018-07-26,Ephemeroptera,,Baetidae,,Baetis,rhodani,0.3782,,
1702,Russbach,down,2,2018-07-26,Ephemeroptera,,Baetidae,,Baetis,macani,0.7847,,
1703,Dierbach,up,1,2018-07-30,Diptera,Nematocera,Limoniidae,,,,0.732,,
1704,Dierbach,up,1,2018-07-30,Diptera,Nematocera,Chironomidae,,,,1.8091,,
1705,Dierbach,up,1,2018-07-30,Diptera,Nematocera,Simuliidae,,,,0.1789,,
1708,Modenbach,down,2,2018-07-26,Trichoptera,,Hydropsychidae,,Hydropsyche,,9.8995,,
1710,Modenbach,down,1,2018-07-26,Trichoptera,,Hydropsychidae,,Hydropsyche,,14.8264,,
1713,Otterbach,down,2,2018-07-30,Diptera,Nematocera,Chironomidae,,,,0.8873,,
1714,Otterbach,down,2,2018-07-30,Ephemeroptera,,Baetidae,,Baetis,,2.0102,,
1718,Dierbach,down,2,2018-07-26,Diptera,Nematocera,Psychodidae,,,,0.1821,,
1723,Isenach,down,1,2018-07-26,Trichoptera,,Leptoceridae,,Mystacides,nigra,2.8592,,
1725,Dierbach,up,1,2018-07-19,Diptera,Nematocera,Chironomidae,,,,0.7103,,
1730,Dierbach,up,2,2018-07-19,Diptera,Nematocera,Chironomidae,,,,1.5931,,
1734,Klingbach,down,2,2018-07-26,Ephemeroptera,,Baetidae,,Baetis,macani,0.5945,,
1735,Klingbach,down,2,2018-07-26,Diptera,Nematocera,Chironomidae,,,,0.7317,,
1736,Klingbach,down,1,2018-07-26,Diptera,Nematocera,Chironomidae,,,,0.8402,,
1737,Klingbach,down,1,2018-07-26,Diptera,Nematocera,Psychodidae,,,,0.0444,,
1740,Kaiserbach,down,2,2018-07-19,Diptera,Nematocera,Chironomidae,,,,0.6503,,
1743,Isenach,up,1,2018-07-26,Diptera,Nematocera,Chironomidae,,,,0.0062,,
1745,Isenach,down,1,2018-08-13,Diptera,Nematocera,Chironomidae,,,,39.6942,,
1746,Isenach,down,1,2018-08-13,Diptera,Nematocera,Chaoboridae,,,,0.4285,,
1747,Isenach,down,1,2018-08-13,Diptera,Nematocera,Ceratopogonidae,,,,0.0205,,
1748,Isenach,down,1,2018-08-13,Diptera,Brachycera,Empididae,,,,0.097,,
1749,Isenach,down,1,2018-08-13,Trichoptera,,Hydropsychidae,,Hydropsyche,,5.961,,
1750,Isenach,down,1,2018-08-13,Trichoptera,,Leptoceridae,,Mystacides,nigra,1.1594,,
1752,Kropsbach,down,2,2018-08-13,Trichoptera,,Hydropsychidae,,Hydropsyche,,22.2774,,
1753,Kropsbach,down,2,2018-08-13,Diptera,Nematocera,Chironomidae,,,,3.6963,,
1754,Kropsbach,down,2,2018-08-13,Diptera,Nematocera,Psychodidae,,,,0.0629,,
1755,Kropsbach,down,2,2018-08-13,Diptera,Nematocera,Limoniidae,,,,2.6564,,
1759,Kropsbach,down,1,2018-08-13,Trichoptera,,Hydropsychidae,,Hydropsyche,,12.6752,,
1760,Kropsbach,down,1,2018-08-13,Trichoptera,,Hydroptilidae,,,,0.4565,,
1761,Kropsbach,down,1,2018-08-13,Diptera,Nematocera,Chironomidae,,,,3.3585,,
1766,Kropsbach,up,2,2018-08-13,Diptera,Brachycera,Empididae,,,,0.1435,,
1768,Kropsbach,up,2,2018-08-13,Diptera,Nematocera,Chironomidae,,,,0.0859,,
1770,Triefenbach,up,1,2018-08-13,Diptera,Nematocera,Chironomidae,,,,0.873,,
1771,Triefenbach,up,1,2018-08-13,Diptera,Nematocera,Simuliidae,,,,0.9332,,
1772,Triefenbach,up,1,2018-08-13,Diptera,Nematocera,Chaoboridae,,,,0.1489,,
1775,Triefenbach,up,2,2018-08-13,Diptera,Nematocera,Chironomidae,,,,NA,leer,
1780,Modenbach,down,1,2018-08-13,Diptera,Nematocera,Chironomidae,,,,0.2346,,
1781,Modenbach,down,1,2018-08-13,Trichoptera,,Hydropsychidae,,Hydropsyche,,4.3604,,
1784,Klingbach,down,1,2018-08-13,Diptera,Nematocera,Chironomidae,,,,1.2894,,
1786,Klingbach,down,1,2018-08-13,Diptera,Nematocera,Psychodidae,,,,0.6951,,
1789,Triefenbach,down,1,2018-08-13,Diptera,Nematocera,Chironomidae,,,,0.2244,,
1790,Triefenbach,down,1,2018-08-13,Diptera,Nematocera,Limoniidae,,,,6.0272,,
1791,Triefenbach,down,1,2018-08-13,Ephemeroptera,,Baetidae,,Baetis,rhodani,0.3865,,
1795,Hainbach,up,2,2018-08-13,Diptera,Nematocera,Chironomidae,,,,0.0482,,
1796,Hainbach,up,2,2018-08-13,Diptera,Nematocera,Limoniidae,,,,0.9169,,
1799,Kaiserbach,up,1,2018-08-13,Ephemeroptera,,Baetidae,,Baetis,macani,0.3258,,
1801,Dierbach,down,1,2018-08-13,Diptera,Nematocera,Chironomidae,,,,0.0489,,
1802,Dierbach,down,1,2018-08-13,Diptera,Nematocera,Simuliidae,,,,0.1482,,
1804,Modenbach,up,1,2018-08-13,Diptera,Nematocera,Chironomidae,,,,0.3395,,
1805,Modenbach,up,1,2018-08-13,Diptera,Nematocera,Simuliidae,,,,0.4218,,
1806,Modenbach,up,1,2018-08-13,Diptera,Nematocera,Chaoboridae,,,,0.1378,,
1807,Modenbach,up,1,2018-08-13,Trichoptera,,Hydropsychidae,,Hydropsyche,,16.1863,,
1809,Russbach,up,2,2018-07-26,Diptera,Nematocera,Chironomidae,,,,0.5915,,
1812,Triefenbach,down,2,2018-08-13,Diptera,Nematocera,Chironomidae,,,,1.9309,,
1813,Triefenbach,down,2,2018-08-13,Ephemeroptera,,Baetidae,,Baetis,macani,0.3962,,
1814,Klingbach,down,2,2018-08-13,Diptera,Nematocera,Chaoboridae,,,,0.1626,,
1816,Kropsbach,up,1,2018-08-13,Diptera,Nematocera,Chironomidae,,,,0.038,,
1817,Kropsbach,up,1,2018-08-13,Diptera,Nematocera,Chaoboridae,,,,0.15,,
1821,Dierbach,up,2,2018-08-13,Diptera,Nematocera,Chironomidae,,,,0.4533,,
1822,Dierbach,up,2,2018-08-13,Diptera,Nematocera,Simuliidae,,,,0.8836,,
1823,Dierbach,up,2,2018-08-13,Diptera,Nematocera,Chaoboridae,,,,NA,leer,
1829,Isenach,down,2,2018-08-13,Diptera,Nematocera,Chironomidae,,,,0.6445,,
1830,Isenach,down,2,2018-08-13,Diptera,Nematocera,Ceratopogonidae,,,,0.0428,,
1831,Otterbach,down,1,2018-08-13,Diptera,Nematocera,Chaoboridae,,,,0.017,,
1832,Otterbach,down,1,2018-08-13,Diptera,Nematocera,Chironomidae,,,,0.3031,,
1836,Modenbach,up,2,2018-08-13,Diptera,Nematocera,Chironomidae,,,,0.1522,,
1837,Modenbach,up,2,2018-08-13,Diptera,Nematocera,Chaoboridae,,,,0.5183,,
1838,Modenbach,up,2,2018-08-13,Ephemeroptera,,Baetidae,,Baetis,scambus,0.3682,,
1840,Klingbach,up,1,2018-08-13,Diptera,Nematocera,Chironomidae,,,,0.2979,,
1842,Klingbach,up,1,2018-08-13,Ephemeroptera,,Baetidae,,Baetis,rhodani,1.8457,,
1843,Hainbach,up,1,2018-08-13,Trichoptera,,Sericostomatidae,,Sericostoma,,5.0956,,
1844,Kaiserbach,down,2,2018-08-13,Trichoptera,,Hydropsychidae,,Hydropsyche,,1.5684,,
1845,Kaiserbach,down,2,2018-08-13,Diptera,Nematocera,Chironomidae,,,,0.1802,,
1850,Modenbach,down,2,2018-08-13,Ephemeroptera,,Baetidae,,Baetis,rhodani,0.5155,,
1852,Kaiserbach,up,2,2018-08-13,Ephemeroptera,,Baetidae,,Baetis,macani,0.5329,,
1853,Kaiserbach,up,2,2018-08-13,Diptera,Nematocera,Chironomidae,,,,0.6152,,
1854,Klingbach,up,2,2018-08-13,Diptera,Nematocera,Simuliidae,,,,0.4262,,
1855,Klingbach,up,2,2018-08-13,Diptera,Nematocera,Chironomidae,,,,0.7217,,
1857,Russbach,down,1,2018-04-09,Diptera,Nematocera,Chironomidae,,,,9.5784,,
1859,Kaiserbach,down,1,2018-04-09,Diptera,Nematocera,Chironomidae,,,,10.6296,,
1860,Kaiserbach,down,1,2018-04-09,Ephemeroptera,,Baetidae,,Baetis,macani,2.6002,,
1863,Klingbach,up,2,2018-04-09,Diptera,Nematocera,Chironomidae,,,,7.5597,,
1866,Otterbach,down,1,2018-04-09,Diptera,Nematocera,Chironomidae,,,,1.4439,,
1867,Klingbach,up,1,2018-04-09,Diptera,Nematocera,Chironomidae,,,,11.2174,,
1871,Klingbach,down,1,2018-04-09,Diptera,Nematocera,Chironomidae,,,,0.2352,,
1875,Kaiserbach,down,2,2018-04-09,Diptera,Nematocera,Chironomidae,,,,4.3069,,
1877,Russbach,down,2,2018-04-09,Diptera,Nematocera,Chironomidae,,,,12.9693,,
1879,Russbach,down,2,2018-04-09,Ephemeroptera,,Baetidae,,Baetis,macani,3.3973,,
1881,Klingbach,down,2,2018-04-09,Diptera,Nematocera,Chironomidae,,,,0.1017,,
1882,Kaiserbach,up,2,2018-04-09,Ephemeroptera,,Baetidae,,Baetis,macani,1.7573,,
1884,Otterbach,up,1,2018-04-09,Diptera,Nematocera,Chironomidae,,,,0.4916,,
1885,Otterbach,up,2,2018-04-09,Diptera,Nematocera,Chironomidae,,,,0.0644,,
1886,Otterbach,up,2,2018-04-09,Plecoptera,,Nemouridae,,Nemoura,,1.1432,,
1887,Dierbach,up,2,2018-04-09,Diptera,Nematocera,Simuliidae,,,,0.4178,,
1888,Dierbach,up,2,2018-04-09,Diptera,Nematocera,Chironomidae,,,,0.382,,
1889,Dierbach,up,2,2018-04-09,Plecoptera,,Nemouridae,,Nemoura,,1.0545,,
1890,Dierbach,up,2,2018-04-09,Plecoptera,,Nemouridae,,Nemurella,,1.5731,,
1891,Dierbach,up,2,2018-04-09,Plecoptera,,Leuctridae,,Leuctra,,0.4812,,
1892,Dierbach,up,1,2018-04-09,Diptera,Nematocera,Chironomidae,,,,0.4516,,
1893,Russbach,up,1,2018-04-09,Plecoptera,,Leuctridae,,Leuctra,,0.6052,,
1894,Russbach,up,1,2018-04-09,Diptera,Nematocera,Chironomidae,,,,0.6465,,
1896,Russbach,up,2,2018-04-09,Diptera,Nematocera,Chironomidae,,,,0.2292,,
1897,Russbach,up,2,2018-04-09,Ephemeroptera,,Baetidae,,Baetis,rhodani,3.8423,,
1899,Otterbach,down,2,2018-04-09,Diptera,Nematocera,Chironomidae, ,,,5.5978,,
1902,Hainbach,down,1,2018-04-09,Diptera,Nematocera,Chironomidae,,,,11.6759,,
1903,Hainbach,down,1,2018-04-09,Diptera,Nematocera,Simuliidae,,,,1.2651,,
1904,Hainbach,down,1,2018-04-09,Ephemeroptera,,Baetidae,,Baetis,macani,11.0517,,
1907,Hainbach,down,2,2018-04-09,Diptera,Nematocera,Chironomidae,,,,10.5679,,
1908,Hainbach,down,2,2018-04-09,Ephemeroptera,,Baetidae,,Baetis,macani,13.9394,,
1910,Modenbach,down,2,2018-04-09,Diptera,Nematocera,Chironomidae,,,,1.4375,,
1913,Modenbach,down,2,2018-04-09,Ephemeroptera,,Baetidae,,Baetis,rhodani,2.6362,,
1916,Modenbach,up,1,2018-04-09,Diptera,Nematocera,Chironomidae,,,,0.3375,,
1917,Modenbach,up,1,2018-04-09,Ephemeroptera,,Baetidae,,Baetis,macani,6.3299,,
1918,Modenbach,up,1,2018-04-09,Plecoptera,,Nemouridae,,Nemoura,,1.2549,,
1919,Modenbach,down,1,2018-04-09,Plecoptera,,Taeniopterygidae,,Brachyptera,,2.3507,,
1920,Modenbach,down,1,2018-04-09,Diptera,Nematocera,Chironomidae,,,,1.4763,,
1921,Modenbach,down,1,2018-04-09,Ephemeroptera,,Baetidae,,Baetis,macani,7.1376,,
1922,Modenbach,up,2,2018-04-09,Plecoptera,,Nemouridae,,Nemoura,,0.9846,,
1924,Modenbach,up,2,2018-04-09,Diptera,Nematocera,Chironomidae,,,,1.825,,
1925,Modenbach,up,2,2018-04-09,Ephemeroptera,,Baetidae,,Baetis,macani,2.1449,,
1927,Dierbach,down,2,2018-04-09,Diptera,Nematocera,Simuliidae,,,,0.8254,,
1928,Dierbach,down,2,2018-04-09,Diptera,Nematocera,Chironomidae,,,,4.7931,,
1929,Dierbach,down,1,2018-04-09,Diptera,Nematocera,Simuliidae,,,,1.3117,,
1930,Dierbach,down,1,2018-04-09,Diptera,Nematocera,Chironomidae,,,,2.2229,,
1932,Triefenbach,up,1,2018-04-09,Diptera,Nematocera,Chironomidae,,,,0.7609,,
1933,Triefenbach,up,1,2018-04-09,Ephemeroptera,,Baetidae,,Baetis,macani,2.8724,,
1935,Hainbach,up,1,2018-04-09,Diptera,Nematocera,Chironomidae,,,,1.1333,,
1937,Hainbach,up,1,2018-04-09,Ephemeroptera,,Baetidae,,Baetis,macani,2.0966,,
1939,Hainbach,up,1,2018-04-09,Ephemeroptera,,Baetidae,,Baetis,scambus,2.9735,,
1940,Kropsbach,up,2,2018-04-09,Diptera,Nematocera,Chironomidae,,,,0.5889,,
1942,Kropsbach,up,1,2018-04-09,Diptera,Nematocera,Chironomidae,,,,4.6069,,
1943,Kropsbach,up,1,2018-04-09,Diptera,Nematocera,Simuliidae,,,,2.2427,,
1944,Kropsbach,up,1,2018-04-09,Plecoptera,,Taeniopterygidae,,Brachyptera,,3.9697,,
1946,Kropsbach,down,1,2018-04-09,Diptera,Nematocera,Chironomidae,,,,4.4686,,
1947,Kropsbach,down,1,2018-04-09,Ephemeroptera,,Baetidae,,Baetis,rhodani,2.5181,,
1949,Kropsbach,down,2,2018-04-09,Diptera,Nematocera,Chironomidae,,,,2.2739,,
1951,Triefenbach,down,1,2018-04-09,Diptera,Nematocera,Chironomidae,,,,4.3712,,
1952,Triefenbach,down,1,2018-04-09,Diptera,Nematocera,Chaoboridae,,,,0.2829,,
1954,Triefenbach,down,2,2018-04-09,Diptera,Nematocera,Simuliidae,,,,1.9854,,
1955,Triefenbach,down,2,2018-04-09,Diptera,Nematocera,Chironomidae,,,,5.3578,,
1956,Triefenbach,down,2,2018-04-09,Trichoptera,,Rhyacophilidae,,Rhyacophila,,5.2308,,
1958,Triefenbach,up,2,2018-04-09,Diptera,Nematocera,Chironomidae,,,,3.2103,,
