"site","stream","pos_ord","position","trap","time","season","collection_days","area_trap","order","number_sample","biomass_sample","biomass_area_day_mg","number_area_day","day"
"Klingbach_vine","Klingbach","vine_Diptera","vine",1,2018-07-09,"summer",4,0.25,"Diptera",14,17.3039,17.3039,14,190
"Klingbach_vine","Klingbach","vine_Diptera","vine",1,2018-07-12,"summer",3,0.25,"Diptera",5,0.5314,0.708533333333333,6.66666666666667,193
"Klingbach_vine","Klingbach","vine_Diptera","vine",1,2018-07-16,"summer",4,0.25,"Diptera",25,0.93,0.93,25,197
"Klingbach_vine","Klingbach","vine_Diptera","vine",1,2018-07-19,"summer",3,0.25,"Diptera",1,0.0873,0.1164,1.33333333333333,200
"Klingbach_vine","Klingbach","vine_Diptera","vine",1,2018-07-23,"summer",4,0.25,"Diptera",8,0.41,0.41,8,204
"Klingbach_vine","Klingbach","vine_Diptera","vine",1,2018-07-26,"summer",3,0.25,"Diptera",31,0.8846,1.17946666666667,41.3333333333333,207
"Klingbach_vine","Klingbach","vine_Diptera","vine",1,2018-07-30,"autumn",4,0.25,"Diptera",5,0.1222,0.1222,5,211
"Klingbach_vine","Klingbach","vine_Diptera","vine",1,2018-08-01,"autumn",2,0.25,"Diptera",11,0.5815,1.163,22,213
"Klingbach_vine","Klingbach","vine_Diptera","vine",1,2018-08-06,"autumn",5,0.25,"Diptera",10,0.6517,0.52136,8,218
"Klingbach_vine","Klingbach","vine_Diptera","vine",1,2018-08-09,"autumn",3,0.25,"Diptera",25,0.9843,1.3124,33.3333333333333,221
"Klingbach_vine","Klingbach","vine_Diptera","vine",1,2018-08-13,"autumn",4,0.25,"Diptera",15,1.9845,1.9845,15,225
"Klingbach_vine","Klingbach","vine_Diptera","vine",1,2018-08-16,"autumn",3,0.25,"Diptera",2,0.1032,0.1376,2.66666666666667,228
"Klingbach_vine","Klingbach","vine_Diptera","vine",1,2018-08-20,"autumn",4,0.25,"Diptera",21,1.036,1.036,21,232
"Klingbach_vine","Klingbach","vine_Diptera","vine",1,2018-08-27,"autumn",5,0.25,"Diptera",3,0.1036,0.08288,2.4,239
"Klingbach_vine","Klingbach","vine_Diptera","vine",1,2018-08-30,"autumn",3,0.25,"Diptera",6,0.1726,0.230133333333333,8,242
"Klingbach_vine","Klingbach","vine_Diptera","vine",1,2018-09-06,"autumn",3,0.25,"Diptera",2,0.1977,0.2636,2.66666666666667,249
"Klingbach_vine","Klingbach","vine_Diptera","vine",1,2018-09-10,"autumn",4,0.25,"Diptera",2,0.1044,0.1044,2,253
"Klingbach_vine","Klingbach","vine_Diptera","vine",1,2018-09-12,"autumn",2,0.25,"Diptera",5,0.7744,1.5488,10,255
"Klingbach_vine","Klingbach","vine_Diptera","vine",2,2018-03-22,"spring",4,0.25,"Diptera",0,0,0,0,81
"Klingbach_vine","Klingbach","vine_Diptera","vine",2,2018-03-26,"spring",4,0.25,"Diptera",1,0.082,0.082,1,85
"Klingbach_vine","Klingbach","vine_Diptera","vine",2,2018-03-29,"spring",3,0.25,"Diptera",1,0.0497,0.0662666666666667,1.33333333333333,88
"Klingbach_vine","Klingbach","vine_Diptera","vine",2,2018-04-03,"spring",5,0.25,"Diptera",2,0.1411,0.11288,1.6,93
"Klingbach_vine","Klingbach","vine_Diptera","vine",2,2018-04-09,"spring",3,0.25,"Diptera",1,0.1017,0.1356,1.33333333333333,99
"Klingbach_vine","Klingbach","vine_Diptera","vine",2,2018-04-16,"spring",4,0.25,"Diptera",193,12.7275,12.7275,193,106
"Klingbach_vine","Klingbach","vine_Diptera","vine",2,2018-04-19,"spring",3,0.25,"Diptera",1,0.983,1.31066666666667,1.33333333333333,109
"Klingbach_vine","Klingbach","vine_Diptera","vine",2,2018-04-23,"spring",4,0.25,"Diptera",7,0.2789,0.2789,7,113
"Klingbach_vine","Klingbach","vine_Diptera","vine",2,2018-04-26,"spring",3,0.25,"Diptera",2,0.0922,0.122933333333333,2.66666666666667,116
"Klingbach_vine","Klingbach","vine_Diptera","vine",2,2018-04-30,"spring",4,0.25,"Diptera",2,0.0376,0.0376,2,120
"Klingbach_vine","Klingbach","vine_Diptera","vine",2,2018-05-07,"spring",4,0.25,"Diptera",0,0,0,0,127
"Klingbach_vine","Klingbach","vine_Diptera","vine",2,2018-05-10,"spring",3,0.25,"Diptera",2,1.7812,2.37493333333333,2.66666666666667,130
"Klingbach_vine","Klingbach","vine_Diptera","vine",2,2018-05-14,"spring",4,0.25,"Diptera",4,0.3948,0.3948,4,134
"Klingbach_vine","Klingbach","vine_Diptera","vine",2,2018-05-17,"summer",3,0.25,"Diptera",4,1.0455,1.394,5.33333333333333,137
"Klingbach_vine","Klingbach","vine_Diptera","vine",2,2018-05-22,"summer",5,0.25,"Diptera",5,0.1538,0.12304,4,142
"Klingbach_vine","Klingbach","vine_Diptera","vine",2,2018-05-24,"summer",2,0.25,"Diptera",0,0,0,0,144
"Klingbach_vine","Klingbach","vine_Diptera","vine",2,2018-05-28,"summer",4,0.25,"Diptera",61,1.6329,1.6329,61,148
"Klingbach_vine","Klingbach","vine_Diptera","vine",2,2018-05-30,"summer",2,0.25,"Diptera",21,0.5731,1.1462,42,150
"Klingbach_vine","Klingbach","vine_Diptera","vine",2,2018-06-08,"summer",4,0.25,"Diptera",19,1.205,1.205,19,159
"Klingbach_vine","Klingbach","vine_Diptera","vine",2,2018-06-21,"summer",3,0.25,"Diptera",4,0.3044,0.405866666666667,5.33333333333333,172
"Klingbach_vine","Klingbach","vine_Diptera","vine",2,2018-06-28,"summer",3,0.25,"Diptera",0,0,0,0,179
"Klingbach_vine","Klingbach","vine_Diptera","vine",2,2018-07-02,"summer",4,0.25,"Diptera",7,0.3002,0.3002,7,183
"Klingbach_vine","Klingbach","vine_Diptera","vine",2,2018-07-05,"summer",3,0.25,"Diptera",2,0.0592,0.0789333333333333,2.66666666666667,186
"Klingbach_vine","Klingbach","vine_Diptera","vine",2,2018-07-09,"summer",4,0.25,"Diptera",11,0.1603,0.1603,11,190
"Klingbach_vine","Klingbach","vine_Diptera","vine",2,2018-07-12,"summer",3,0.25,"Diptera",54,1.1059,1.47453333333333,72,193
"Klingbach_vine","Klingbach","vine_Diptera","vine",2,2018-07-16,"summer",4,0.25,"Diptera",13,0.5612,0.5612,13,197
"Klingbach_vine","Klingbach","vine_Diptera","vine",2,2018-07-19,"summer",3,0.25,"Diptera",17,0.3085,0.411333333333333,22.6666666666667,200
"Klingbach_vine","Klingbach","vine_Diptera","vine",2,2018-07-23,"summer",4,0.25,"Diptera",16,0.4412,0.4412,16,204
"Klingbach_vine","Klingbach","vine_Diptera","vine",2,2018-07-26,"summer",3,0.25,"Diptera",24,0.7317,0.9756,32,207
"Klingbach_vine","Klingbach","vine_Diptera","vine",2,2018-07-30,"autumn",4,0.25,"Diptera",24,1.4854,1.4854,24,211
"Klingbach_vine","Klingbach","vine_Diptera","vine",2,2018-08-01,"autumn",2,0.25,"Diptera",11,0.512,1.024,22,213
"Klingbach_vine","Klingbach","vine_Diptera","vine",2,2018-08-06,"autumn",5,0.25,"Diptera",13,0.8568,0.68544,10.4,218
"Klingbach_vine","Klingbach","vine_Diptera","vine",2,2018-08-09,"autumn",3,0.25,"Diptera",2,0.0491,0.0654666666666667,2.66666666666667,221
"Klingbach_vine","Klingbach","vine_Diptera","vine",2,2018-08-13,"autumn",4,0.25,"Diptera",1,0.1626,0.1626,1,225
"Klingbach_vine","Klingbach","vine_Diptera","vine",2,2018-08-16,"autumn",3,0.25,"Diptera",24,1.5616,2.08213333333333,32,228
"Klingbach_vine","Klingbach","vine_Diptera","vine",2,2018-08-20,"autumn",4,0.25,"Diptera",18,0.3341,0.3341,18,232
"Klingbach_vine","Klingbach","vine_Diptera","vine",2,2018-08-22,"autumn",2,0.25,"Diptera",6,0.0698,0.1396,12,234
"Klingbach_vine","Klingbach","vine_Diptera","vine",2,2018-08-27,"autumn",5,0.25,"Diptera",3,0.3393,0.27144,2.4,239
"Klingbach_vine","Klingbach","vine_Diptera","vine",2,2018-08-30,"autumn",3,0.25,"Diptera",21,0.5902,0.786933333333333,28,242
"Klingbach_vine","Klingbach","vine_Diptera","vine",2,2018-09-06,"autumn",3,0.25,"Diptera",62,1.6335,2.178,82.6666666666667,249
"Klingbach_vine","Klingbach","vine_Diptera","vine",2,2018-09-10,"autumn",4,0.25,"Diptera",3,0.3665,0.3665,3,253
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",1,2018-03-22,"spring",3,0.25,"Diptera",3,0.5833,0.777733333333333,4,81
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",1,2018-03-27,"spring",5,0.25,"Diptera",16,2.3908,1.91264,12.8,86
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",1,2018-03-29,"spring",2,0.25,"Diptera",3,0.3113,0.6226,6,88
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",1,2018-04-03,"spring",5,0.25,"Diptera",25,2.7704,2.21632,20,93
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",1,2018-04-06,"spring",3,0.25,"Diptera",35,4.3608,5.8144,46.6666666666667,96
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",1,2018-04-09,"spring",3,0.25,"Diptera",57,6.8496,9.1328,76,99
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",1,2018-04-12,"spring",3,0.25,"Diptera",15,1.8612,2.4816,20,102
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",1,2018-04-19,"spring",3,0.25,"Diptera",18,4.0436,5.39146666666667,24,109
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",1,2018-04-23,"spring",4,0.25,"Diptera",41,1.3779,1.3779,41,113
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",1,2018-04-26,"spring",3,0.25,"Diptera",6,0.0732,0.0976,8,116
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",1,2018-04-30,"spring",4,0.25,"Diptera",5,1.3173,1.3173,5,120
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",1,2018-05-03,"spring",3,0.25,"Diptera",10,1.9684,2.62453333333333,13.3333333333333,123
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",1,2018-05-07,"spring",4,0.25,"Diptera",61,1.3406,1.3406,61,127
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",1,2018-05-10,"spring",3,0.25,"Diptera",67,3.6732,4.8976,89.3333333333333,130
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",1,2018-05-15,"spring",5,0.25,"Diptera",3,0.0993,0.07944,2.4,135
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",1,2018-05-17,"summer",2,0.25,"Diptera",1,0.3188,0.6376,2,137
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",1,2018-05-22,"summer",5,0.25,"Diptera",120,2.3664,1.89312,96,142
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",1,2018-05-24,"summer",2,0.25,"Diptera",3,0.3577,0.7154,6,144
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",1,2018-06-11,"summer",3,0.25,"Diptera",8,0.664,0.885333333333333,10.6666666666667,162
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",1,2018-06-14,"summer",3,0.25,"Diptera",9,1.0052,1.34026666666667,12,165
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",1,2018-06-18,"summer",4,0.25,"Diptera",18,3.0808,3.0808,18,169
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",1,2018-06-21,"summer",3,0.25,"Diptera",34,1.4328,1.9104,45.3333333333333,172
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",1,2018-06-25,"summer",4,0.25,"Diptera",77,23.1077,23.1077,77,176
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",1,2018-06-28,"summer",3,0.25,"Diptera",3,0.0281,0.0374666666666667,4,179
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",1,2018-07-02,"summer",4,0.25,"Diptera",15,1.1763,1.1763,15,183
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",1,2018-07-05,"summer",3,0.25,"Diptera",39,3.3962,4.52826666666667,52,186
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",1,2018-07-17,"summer",5,0.25,"Diptera",10,1.5133,1.21064,8,198
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",1,2018-07-19,"summer",2,0.25,"Diptera",19,1.2823,2.5646,38,200
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",1,2018-07-23,"summer",4,0.25,"Diptera",4,1.056,1.056,4,204
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",1,2018-07-30,"autumn",4,0.25,"Diptera",7,0.1743,0.1743,7,211
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",1,2018-08-01,"autumn",2,0.25,"Diptera",33,1.4111,2.8222,66,213
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",1,2018-08-06,"autumn",5,0.25,"Diptera",15,1.217,0.9736,12,218
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",1,2018-08-09,"autumn",3,0.25,"Diptera",77,2.6643,3.5524,102.666666666667,221
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",1,2018-08-13,"autumn",4,0.25,"Diptera",5,0.188,0.188,5,225
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",1,2018-08-16,"autumn",3,0.25,"Diptera",25,1.0187,1.35826666666667,33.3333333333333,228
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",1,2018-08-20,"autumn",4,0.25,"Diptera",60,1.3088,1.3088,60,232
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",1,2018-08-22,"autumn",2,0.25,"Diptera",10,0.2485,0.497,20,234
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",1,2018-08-27,"autumn",5,0.25,"Diptera",31,2.4492,1.95936,24.8,239
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",1,2018-08-30,"autumn",3,0.25,"Diptera",51,1.0611,1.4148,68,242
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",1,2018-09-04,"autumn",5,0.25,"Diptera",14,0.6497,0.51976,11.2,247
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",1,2018-09-06,"autumn",2,0.25,"Diptera",17,0.4849,0.9698,34,249
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",1,2018-09-11,"autumn",5,0.25,"Diptera",154,5.7051,4.56408,123.2,254
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",1,2018-09-13,"autumn",2,0.25,"Diptera",3,0.0141,0.0282,6,256
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",2,2018-03-22,"spring",3,0.25,"Diptera",1,0.1974,0.2632,1.33333333333333,81
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",2,2018-03-27,"spring",5,0.25,"Diptera",7,0.6774,0.54192,5.6,86
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",2,2018-03-29,"spring",2,0.25,"Diptera",2,0.4232,0.8464,4,88
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",2,2018-04-03,"spring",5,0.25,"Diptera",4,0.8462,0.67696,3.2,93
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",2,2018-04-06,"spring",3,0.25,"Diptera",8,0.9908,1.32106666666667,10.6666666666667,96
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",2,2018-04-09,"spring",3,0.25,"Diptera",10,0.5889,0.7852,13.3333333333333,99
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",2,2018-04-12,"spring",3,0.25,"Diptera",13,2.8969,3.86253333333333,17.3333333333333,102
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",2,2018-04-19,"spring",3,0.25,"Diptera",4,0.1111,0.148133333333333,5.33333333333333,109
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",2,2018-04-23,"spring",4,0.25,"Diptera",29,3.4126,3.4126,29,113
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",2,2018-04-26,"spring",3,0.25,"Diptera",13,1.4754,1.9672,17.3333333333333,116
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",2,2018-04-30,"spring",4,0.25,"Diptera",19,0.443,0.443,19,120
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",2,2018-05-03,"spring",3,0.25,"Diptera",59,1.9841,2.64546666666667,78.6666666666667,123
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",2,2018-05-07,"spring",4,0.25,"Diptera",0,0,0,0,127
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",2,2018-05-10,"spring",3,0.25,"Diptera",0,0,0,0,130
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",2,2018-05-15,"spring",5,0.25,"Diptera",4,1.266,1.0128,3.2,135
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",2,2018-05-17,"summer",2,0.25,"Diptera",49,2.2021,4.4042,98,137
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",2,2018-05-22,"summer",5,0.25,"Diptera",3,0.3293,0.26344,2.4,142
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",2,2018-05-24,"summer",2,0.25,"Diptera",33,1.5655,3.131,66,144
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",2,2018-06-11,"summer",3,0.25,"Diptera",4,0.8256,1.1008,5.33333333333333,162
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",2,2018-06-21,"summer",3,0.25,"Diptera",5,0.8391,1.1188,6.66666666666667,172
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",2,2018-06-25,"summer",4,0.25,"Diptera",5,0.8438,0.8438,5,176
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",2,2018-06-28,"summer",3,0.25,"Diptera",96,13.3832,17.8442666666667,128,179
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",2,2018-07-02,"summer",4,0.25,"Diptera",38,10.3531,10.3531,38,183
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",2,2018-07-05,"summer",3,0.25,"Diptera",9,0.9392,1.25226666666667,12,186
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",2,2018-07-19,"summer",2,0.25,"Diptera",9,1.2079,2.4158,18,200
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",2,2018-07-23,"summer",4,0.25,"Diptera",9,0.3998,0.3998,9,204
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",2,2018-07-26,"summer",3,0.25,"Diptera",5,0.0955,0.127333333333333,6.66666666666667,207
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",2,2018-07-30,"autumn",4,0.25,"Diptera",31,0.5741,0.5741,31,211
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",2,2018-08-01,"autumn",2,0.25,"Diptera",6,0.2604,0.5208,12,213
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",2,2018-08-06,"autumn",5,0.25,"Diptera",64,3.5766,2.86128,51.2,218
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",2,2018-08-09,"autumn",3,0.25,"Diptera",28,1.3203,1.7604,37.3333333333333,221
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",2,2018-08-13,"autumn",4,0.25,"Diptera",10,0.2294,0.2294,10,225
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",2,2018-08-16,"autumn",3,0.25,"Diptera",7,0.3899,0.519866666666667,9.33333333333333,228
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",2,2018-08-20,"autumn",4,0.25,"Diptera",15,0.4717,0.4717,15,232
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",2,2018-08-22,"autumn",2,0.25,"Diptera",38,0.8236,1.6472,76,234
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",2,2018-08-27,"autumn",5,0.25,"Diptera",119,4.2385,3.3908,95.2,239
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",2,2018-08-30,"autumn",3,0.25,"Diptera",15,1.2674,1.68986666666667,20,242
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",2,2018-09-04,"autumn",5,0.25,"Diptera",21,0.8495,0.6796,16.8,247
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",2,2018-09-06,"autumn",2,0.25,"Diptera",18,0.8018,1.6036,36,249
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",2,2018-09-11,"autumn",5,0.25,"Diptera",8,0.1208,0.09664,6.4,254
"Kropsbach_forest","Kropsbach","forest_Diptera","forest",2,2018-09-13,"autumn",2,0.25,"Diptera",111,5.0177,10.0354,222,256
"Kropsbach_vine","Kropsbach","vine_Diptera","vine",1,2018-03-22,"spring",3,0.25,"Diptera",1,0.8013,1.0684,1.33333333333333,81
"Kropsbach_vine","Kropsbach","vine_Diptera","vine",1,2018-03-27,"spring",5,0.25,"Diptera",54,19.9087,15.92696,43.2,86
"Kropsbach_vine","Kropsbach","vine_Diptera","vine",1,2018-04-09,"spring",3,0.25,"Diptera",15,4.4686,5.95813333333333,20,99
"Kropsbach_vine","Kropsbach","vine_Diptera","vine",1,2018-04-12,"spring",3,0.25,"Diptera",42,15.1343,20.1790666666667,56,102
"Kropsbach_vine","Kropsbach","vine_Diptera","vine",1,2018-04-23,"spring",4,0.25,"Diptera",82,7.8204,7.8204,82,113
"Kropsbach_vine","Kropsbach","vine_Diptera","vine",1,2018-04-26,"spring",3,0.25,"Diptera",108,10.1867,13.5822666666667,144,116
"Kropsbach_vine","Kropsbach","vine_Diptera","vine",1,2018-04-30,"spring",4,0.25,"Diptera",87,2.3081,2.3081,87,120
"Kropsbach_vine","Kropsbach","vine_Diptera","vine",1,2018-05-03,"spring",3,0.25,"Diptera",122,9.7974,13.0632,162.666666666667,123
"Kropsbach_vine","Kropsbach","vine_Diptera","vine",1,2018-05-07,"spring",4,0.25,"Diptera",133,6.5655,6.5655,133,127
"Kropsbach_vine","Kropsbach","vine_Diptera","vine",1,2018-05-10,"spring",3,0.25,"Diptera",106,2.2041,2.9388,141.333333333333,130
"Kropsbach_vine","Kropsbach","vine_Diptera","vine",1,2018-05-17,"summer",2,0.25,"Diptera",38,0,0,76,137
"Kropsbach_vine","Kropsbach","vine_Diptera","vine",1,2018-05-22,"summer",5,0.25,"Diptera",74,3.3678,2.69424,59.2,142
"Kropsbach_vine","Kropsbach","vine_Diptera","vine",1,2018-05-24,"summer",2,0.25,"Diptera",21,1.656,3.312,42,144
"Kropsbach_vine","Kropsbach","vine_Diptera","vine",1,2018-05-28,"summer",4,0.25,"Diptera",6,0.7826,0.7826,6,148
"Kropsbach_vine","Kropsbach","vine_Diptera","vine",1,2018-06-11,"summer",3,0.25,"Diptera",4,0.0558,0.0744,5.33333333333333,162
"Kropsbach_vine","Kropsbach","vine_Diptera","vine",1,2018-06-21,"summer",3,0.25,"Diptera",28,1.2728,1.69706666666667,37.3333333333333,172
"Kropsbach_vine","Kropsbach","vine_Diptera","vine",1,2018-06-25,"summer",4,0.25,"Diptera",56,2.2511,2.2511,56,176
"Kropsbach_vine","Kropsbach","vine_Diptera","vine",1,2018-06-28,"summer",3,0.25,"Diptera",53,4.2604,5.68053333333333,70.6666666666667,179
"Kropsbach_vine","Kropsbach","vine_Diptera","vine",1,2018-07-02,"summer",4,0.25,"Diptera",138,6.9942,6.9942,138,183
"Kropsbach_vine","Kropsbach","vine_Diptera","vine",1,2018-07-05,"summer",3,0.25,"Diptera",168,5.6684,7.55786666666667,224,186
"Kropsbach_vine","Kropsbach","vine_Diptera","vine",1,2018-07-09,"summer",4,0.25,"Diptera",26,3.5223,3.5223,26,190
"Kropsbach_vine","Kropsbach","vine_Diptera","vine",1,2018-07-12,"summer",3,0.25,"Diptera",1,0.015,0.02,1.33333333333333,193
"Kropsbach_vine","Kropsbach","vine_Diptera","vine",1,2018-07-17,"summer",5,0.25,"Diptera",73,6.8682,5.49456,58.4,198
"Kropsbach_vine","Kropsbach","vine_Diptera","vine",1,2018-07-19,"summer",2,0.25,"Diptera",3,0.4959,0.9918,6,200
"Kropsbach_vine","Kropsbach","vine_Diptera","vine",1,2018-07-26,"summer",3,0.25,"Diptera",1,0.3636,0.4848,1.33333333333333,207
"Kropsbach_vine","Kropsbach","vine_Diptera","vine",1,2018-07-30,"autumn",4,0.25,"Diptera",138,1.4552,1.4552,138,211
"Kropsbach_vine","Kropsbach","vine_Diptera","vine",1,2018-08-01,"autumn",2,0.25,"Diptera",107,7.6553,15.3106,214,213
"Kropsbach_vine","Kropsbach","vine_Diptera","vine",1,2018-08-06,"autumn",5,0.25,"Diptera",46,5.5886,4.47088,36.8,218
"Kropsbach_vine","Kropsbach","vine_Diptera","vine",1,2018-08-09,"autumn",3,0.25,"Diptera",50,5.6251,7.50013333333333,66.6666666666667,221
"Kropsbach_vine","Kropsbach","vine_Diptera","vine",1,2018-08-13,"autumn",4,0.25,"Diptera",32,3.3585,3.3585,32,225
"Kropsbach_vine","Kropsbach","vine_Diptera","vine",1,2018-08-16,"autumn",3,0.25,"Diptera",25,0.2758,0.367733333333333,33.3333333333333,228
"Kropsbach_vine","Kropsbach","vine_Diptera","vine",1,2018-08-20,"autumn",4,0.25,"Diptera",32,3.1788,3.1788,32,232
"Kropsbach_vine","Kropsbach","vine_Diptera","vine",1,2018-08-22,"autumn",2,0.25,"Diptera",86,2.5078,5.0156,172,234
"Kropsbach_vine","Kropsbach","vine_Diptera","vine",1,2018-08-27,"autumn",5,0.25,"Diptera",52,6.1724,4.93792,41.6,239
"Kropsbach_vine","Kropsbach","vine_Diptera","vine",1,2018-08-30,"autumn",3,0.25,"Diptera",30,4.6195,6.15933333333333,40,242
"Kropsbach_vine","Kropsbach","vine_Diptera","vine",1,2018-09-04,"autumn",5,0.25,"Diptera",38,4.5192,3.61536,30.4,247
"Kropsbach_vine","Kropsbach","vine_Diptera","vine",1,2018-09-06,"autumn",2,0.25,"Diptera",27,4.0318,8.0636,54,249
"Kropsbach_vine","Kropsbach","vine_Diptera","vine",1,2018-09-11,"autumn",5,0.25,"Diptera",6,0.3531,0.28248,4.8,254
"Kropsbach_vine","Kropsbach","vine_Diptera","vine",1,2018-09-13,"autumn",2,0.25,"Diptera",22,1.7274,3.4548,44,256
"Kropsbach_vine","Kropsbach","vine_Diptera","vine",2,2018-03-22,"spring",3,0.25,"Diptera",6,6.4649,8.61986666666667,8,81
"Kropsbach_vine","Kropsbach","vine_Diptera","vine",2,2018-03-27,"spring",5,0.25,"Diptera",35,12.1096,9.68768,28,86
"Kropsbach_vine","Kropsbach","vine_Diptera","vine",2,2018-04-09,"spring",3,0.25,"Diptera",15,2.2739,3.03186666666667,20,99
"Kropsbach_vine","Kropsbach","vine_Diptera","vine",2,2018-04-12,"spring",3,0.25,"Diptera",73,17.6869,23.5825333333333,97.3333333333333,102
"Kropsbach_vine","Kropsbach","vine_Diptera","vine",2,2018-04-19,"spring",3,0.25,"Diptera",48,19.0337,25.3782666666667,64,109
"Kropsbach_vine","Kropsbach","vine_Diptera","vine",2,2018-04-23,"spring",4,0.25,"Diptera",2,0.0592,0.0592,2,113
"Kropsbach_vine","Kropsbach","vine_Diptera","vine",2,2018-04-26,"spring",3,0.25,"Diptera",56,2.0074,2.67653333333333,74.6666666666667,116
"Kropsbach_vine","Kropsbach","vine_Diptera","vine",2,2018-04-30,"spring",4,0.25,"Diptera",35,3.7851,3.7851,35,120
"Kropsbach_vine","Kropsbach","vine_Diptera","vine",2,2018-05-03,"spring",3,0.25,"Diptera",107,10.5834,14.1112,142.666666666667,123
"Kropsbach_vine","Kropsbach","vine_Diptera","vine",2,2018-05-07,"spring",4,0.25,"Diptera",173,19.5049,19.5049,173,127
"Kropsbach_vine","Kropsbach","vine_Diptera","vine",2,2018-05-10,"spring",3,0.25,"Diptera",118,7.0953,9.4604,157.333333333333,130
