"site","stream","position","trap","time","season","collection_days","area_trap","biomass_sample","number_sample","biomass_area_day_mg","number_area_day","day"
"Isenach_vine","Isenach","vine",2,2018-03-29,"spring",2,0.25,3.9794,24,7.9588,48,88
"Isenach_vine","Isenach","vine",2,2018-04-03,"spring",5,0.25,7.6445,30,6.1156,24,93
"Isenach_vine","Isenach","vine",2,2018-04-06,"spring",3,0.25,18.5382,58,24.7176,77.3333333333333,96
"Isenach_vine","Isenach","vine",2,2018-04-09,"spring",3,0.25,11.7576,112,15.6768,149.333333333333,99
"Isenach_vine","Isenach","vine",2,2018-04-12,"spring",3,0.25,5.1631,83,6.88413333333333,110.666666666667,102
"Isenach_vine","Isenach","vine",2,2018-04-16,"spring",4,0.25,27.074,195,27.074,195,106
"Isenach_vine","Isenach","vine",2,2018-04-19,"spring",3,0.25,18.2578,171,24.3437333333333,228,109
"Isenach_vine","Isenach","vine",2,2018-04-23,"spring",4,0.25,22.3405,192,22.3405,192,113
"Isenach_vine","Isenach","vine",2,2018-04-26,"spring",3,0.25,2.4435,31,3.258,41.3333333333333,116
"Isenach_vine","Isenach","vine",2,2018-04-30,"spring",4,0.25,9.5452,80,9.5452,80,120
"Isenach_vine","Isenach","vine",2,2018-05-03,"spring",3,0.25,15.4921,129,20.6561333333333,172,123
"Isenach_vine","Isenach","vine",2,2018-05-07,"spring",4,0.25,12.9552,93,12.9552,93,127
"Isenach_vine","Isenach","vine",2,2018-05-10,"spring",3,0.25,10.0047,131,13.3396,174.666666666667,130
"Isenach_vine","Isenach","vine",2,2018-05-17,"summer",2,0.25,1.1784,32,2.3568,64,137
"Isenach_vine","Isenach","vine",2,2018-05-22,"summer",5,0.25,8.6911,337,6.95288,269.6,142
"Isenach_vine","Isenach","vine",2,2018-05-24,"summer",2,0.25,3.2255,65,6.451,130,144
"Isenach_vine","Isenach","vine",2,2018-05-28,"summer",4,0.25,3.7812,31,3.7812,31,148
"Isenach_vine","Isenach","vine",2,2018-05-30,"summer",2,0.25,1.3995,19,2.799,38,150
"Isenach_vine","Isenach","vine",2,2018-06-04,"summer",5,0.25,30.2756,119,24.22048,95.2,155
"Isenach_vine","Isenach","vine",2,2018-06-09,"summer",5,0.25,36.0612,113,28.84896,90.4,160
"Isenach_vine","Isenach","vine",2,2018-06-11,"summer",2,0.25,9.6174,47,19.2348,94,162
"Isenach_vine","Isenach","vine",2,2018-06-14,"summer",3,0.25,2.3803,19,3.17373333333333,25.3333333333333,165
"Isenach_vine","Isenach","vine",2,2018-06-18,"summer",4,0.25,3.3189,31,3.3189,31,169
"Isenach_vine","Isenach","vine",2,2018-06-21,"summer",3,0.25,2.506,41,3.34133333333333,54.6666666666667,172
"Isenach_vine","Isenach","vine",2,2018-06-25,"summer",4,0.25,1.9472,121,1.9472,121,176
"Isenach_vine","Isenach","vine",2,2018-06-28,"summer",3,0.25,10.7367,110,14.3156,146.666666666667,179
"Isenach_vine","Isenach","vine",2,2018-07-02,"summer",4,0.25,5.3512,81,5.3512,81,183
"Isenach_vine","Isenach","vine",2,2018-07-05,"summer",3,0.25,2.6304,34,3.5072,45.3333333333333,186
"Isenach_vine","Isenach","vine",2,2018-07-09,"summer",4,0.25,8.747,91,8.747,91,190
"Isenach_vine","Isenach","vine",2,2018-07-12,"summer",3,0.25,1.4323,3,1.90973333333333,4,193
"Isenach_vine","Isenach","vine",2,2018-07-17,"summer",5,0.25,1.2489,12,0.99912,9.6,198
"Isenach_vine","Isenach","vine",2,2018-07-19,"summer",2,0.25,4.1205,64,8.241,128,200
"Isenach_vine","Isenach","vine",2,2018-07-23,"summer",4,0.25,1.961,10,1.961,10,204
"Isenach_vine","Isenach","vine",2,2018-07-26,"summer",3,0.25,14.0516,85,18.7354666666667,113.333333333333,207
"Isenach_vine","Isenach","vine",2,2018-07-31,"autumn",5,0.25,14.7121,66,11.76968,52.8,212
"Isenach_vine","Isenach","vine",2,2018-08-02,"autumn",2,0.25,7.0608,22,14.1216,44,214
"Isenach_vine","Isenach","vine",2,2018-08-06,"autumn",4,0.25,15.1531,40,15.1531,40,218
"Isenach_vine","Isenach","vine",2,2018-08-09,"autumn",3,0.25,11.7963,100,15.7284,133.333333333333,221
"Isenach_vine","Isenach","vine",2,2018-08-13,"autumn",4,0.25,0.6873,11,0.6873,11,225
"Isenach_vine","Isenach","vine",2,2018-08-16,"autumn",3,0.25,4.5962,78,6.12826666666667,104,228
"Isenach_vine","Isenach","vine",2,2018-08-21,"autumn",5,0.25,18.311,212,14.6488,169.6,233
"Isenach_vine","Isenach","vine",2,2018-08-24,"autumn",2,0.25,3.9675,10,7.935,20,236
"Isenach_vine","Isenach","vine",2,2018-08-28,"autumn",4,0.25,2.9412,28,2.9412,28,240
"Isenach_vine","Isenach","vine",2,2018-08-30,"autumn",2,0.25,5.4807,23,10.9614,46,242
"Isenach_vine","Isenach","vine",2,2018-09-04,"autumn",5,0.25,7.8555,79,6.2844,63.2,247
"Isenach_vine","Isenach","vine",2,2018-09-11,"autumn",5,0.25,1.7557,7,1.40456,5.6,254
"Isenach_vine","Isenach","vine",2,2018-09-13,"autumn",2,0.25,0.2974,11,0.5948,22,256
"Kaiserbach_forest","Kaiserbach","forest",1,2018-03-22,"spring",4,0.25,0,0,0,0,81
"Kaiserbach_forest","Kaiserbach","forest",1,2018-03-26,"spring",4,0.25,0.6526,5,0.6526,5,85
"Kaiserbach_forest","Kaiserbach","forest",1,2018-03-29,"spring",3,0.25,1.3701,3,1.8268,4,88
"Kaiserbach_forest","Kaiserbach","forest",1,2018-04-03,"spring",5,0.25,0.5286,3,0.42288,2.4,93
"Kaiserbach_forest","Kaiserbach","forest",1,2018-04-06,"spring",3,0.25,0.0653,1,0.0870666666666667,1.33333333333333,96
"Kaiserbach_forest","Kaiserbach","forest",1,2018-04-12,"spring",3,0.25,0.6976,2,0.930133333333333,2.66666666666667,102
"Kaiserbach_forest","Kaiserbach","forest",1,2018-04-16,"spring",4,0.25,32.1805,20,32.1805,20,106
"Kaiserbach_forest","Kaiserbach","forest",1,2018-04-19,"spring",3,0.25,10.6176,6,14.1568,8,109
"Kaiserbach_forest","Kaiserbach","forest",1,2018-04-23,"spring",4,0.25,9.7396,10,9.7396,10,113
"Kaiserbach_forest","Kaiserbach","forest",1,2018-04-26,"spring",3,0.25,0.0821,1,0.109466666666667,1.33333333333333,116
"Kaiserbach_forest","Kaiserbach","forest",1,2018-05-07,"spring",4,0.25,0.1459,1,0.1459,1,127
"Kaiserbach_forest","Kaiserbach","forest",1,2018-05-10,"spring",3,0.25,0.6111,1,0.8148,1.33333333333333,130
"Kaiserbach_forest","Kaiserbach","forest",1,2018-05-17,"summer",3,0.25,1.8461,2,2.46146666666667,2.66666666666667,137
"Kaiserbach_forest","Kaiserbach","forest",1,2018-05-22,"summer",5,0.25,0.5048,2,0.40384,1.6,142
"Kaiserbach_forest","Kaiserbach","forest",1,2018-05-24,"summer",2,0.25,6.1666,4,12.3332,8,144
"Kaiserbach_forest","Kaiserbach","forest",1,2018-05-30,"summer",2,0.25,0.0451,2,0.0902,4,150
"Kaiserbach_forest","Kaiserbach","forest",1,2018-06-08,"summer",4,0.25,0.917,1,0.917,1,159
"Kaiserbach_forest","Kaiserbach","forest",1,2018-06-11,"summer",3,0.25,1.9201,6,2.56013333333333,8,162
"Kaiserbach_forest","Kaiserbach","forest",1,2018-06-14,"summer",3,0.25,6.8695,5,9.15933333333333,6.66666666666667,165
"Kaiserbach_forest","Kaiserbach","forest",1,2018-06-18,"summer",4,0.25,0.0738,1,0.0738,1,169
"Kaiserbach_forest","Kaiserbach","forest",1,2018-06-21,"summer",3,0.25,0.3518,1,0.469066666666667,1.33333333333333,172
"Kaiserbach_forest","Kaiserbach","forest",1,2018-06-25,"summer",4,0.25,0.0828,1,0.0828,1,176
"Kaiserbach_forest","Kaiserbach","forest",1,2018-06-28,"summer",3,0.25,0.4454,6,0.593866666666667,8,179
"Kaiserbach_forest","Kaiserbach","forest",1,2018-07-02,"summer",4,0.25,0.3246,7,0.3246,7,183
"Kaiserbach_forest","Kaiserbach","forest",1,2018-07-05,"summer",3,0.25,0.0657,1,0.0876,1.33333333333333,186
"Kaiserbach_forest","Kaiserbach","forest",1,2018-07-09,"summer",4,0.25,0.3187,1,0.3187,1,190
"Kaiserbach_forest","Kaiserbach","forest",1,2018-07-12,"summer",3,0.25,1.3387,8,1.78493333333333,10.6666666666667,193
"Kaiserbach_forest","Kaiserbach","forest",1,2018-07-19,"summer",2,0.25,2.8458,8,5.6916,16,200
"Kaiserbach_forest","Kaiserbach","forest",1,2018-07-26,"summer",3,0.25,0.6682,55,0.890933333333333,73.3333333333333,207
"Kaiserbach_forest","Kaiserbach","forest",1,2018-07-30,"autumn",4,0.25,0.0419,1,0.0419,1,211
"Kaiserbach_forest","Kaiserbach","forest",1,2018-08-06,"autumn",5,0.25,0.2424,6,0.19392,4.8,218
"Kaiserbach_forest","Kaiserbach","forest",1,2018-08-09,"autumn",3,0.25,0.5067,8,0.6756,10.6666666666667,221
"Kaiserbach_forest","Kaiserbach","forest",1,2018-08-13,"autumn",4,0.25,0.3258,1,0.3258,1,225
"Kaiserbach_forest","Kaiserbach","forest",1,2018-08-16,"autumn",3,0.25,0.7804,23,1.04053333333333,30.6666666666667,228
"Kaiserbach_forest","Kaiserbach","forest",1,2018-08-20,"autumn",4,0.25,0.4299,3,0.4299,3,232
"Kaiserbach_forest","Kaiserbach","forest",1,2018-08-22,"autumn",2,0.25,0.6024,5,1.2048,10,234
"Kaiserbach_forest","Kaiserbach","forest",1,2018-08-27,"autumn",5,0.25,0.0249,2,0.01992,1.6,239
"Kaiserbach_forest","Kaiserbach","forest",1,2018-09-03,"autumn",4,0.25,2.1564,3,2.1564,3,246
"Kaiserbach_forest","Kaiserbach","forest",1,2018-09-06,"autumn",3,0.25,0.4538,1,0.605066666666667,1.33333333333333,249
"Kaiserbach_forest","Kaiserbach","forest",2,2018-03-22,"spring",4,0.25,0,0,0,0,81
"Kaiserbach_forest","Kaiserbach","forest",2,2018-03-26,"spring",4,0.25,0.9689,1,0.9689,1,85
"Kaiserbach_forest","Kaiserbach","forest",2,2018-03-29,"spring",3,0.25,0.5136,4,0.6848,5.33333333333333,88
"Kaiserbach_forest","Kaiserbach","forest",2,2018-04-03,"spring",5,0.25,0,0,0,0,93
"Kaiserbach_forest","Kaiserbach","forest",2,2018-04-06,"spring",3,0.25,0.1703,1,0.227066666666667,1.33333333333333,96
"Kaiserbach_forest","Kaiserbach","forest",2,2018-04-09,"spring",3,0.25,1.7573,1,2.34306666666667,1.33333333333333,99
"Kaiserbach_forest","Kaiserbach","forest",2,2018-04-12,"spring",3,0.25,0.2429,2,0.323866666666667,2.66666666666667,102
"Kaiserbach_forest","Kaiserbach","forest",2,2018-04-16,"spring",4,0.25,0.5307,4,0.5307,4,106
"Kaiserbach_forest","Kaiserbach","forest",2,2018-04-26,"spring",3,0.25,4.8808,5,6.50773333333333,6.66666666666667,116
"Kaiserbach_forest","Kaiserbach","forest",2,2018-04-30,"spring",4,0.25,2.2282,6,2.2282,6,120
"Kaiserbach_forest","Kaiserbach","forest",2,2018-05-03,"spring",3,0.25,1.9823,3,2.64306666666667,4,123
"Kaiserbach_forest","Kaiserbach","forest",2,2018-05-07,"spring",4,0.25,0.2184,4,0.2184,4,127
"Kaiserbach_forest","Kaiserbach","forest",2,2018-05-10,"spring",3,0.25,9.5382,8,12.7176,10.6666666666667,130
"Kaiserbach_forest","Kaiserbach","forest",2,2018-05-22,"summer",5,0.25,2.7212,2,2.17696,1.6,142
"Kaiserbach_forest","Kaiserbach","forest",2,2018-05-24,"summer",2,0.25,1.8105,2,3.621,4,144
"Kaiserbach_forest","Kaiserbach","forest",2,2018-05-30,"summer",2,0.25,1.8273,4,3.6546,8,150
"Kaiserbach_forest","Kaiserbach","forest",2,2018-06-08,"summer",4,0.25,0.6212,2,0.6212,2,159
"Kaiserbach_forest","Kaiserbach","forest",2,2018-06-11,"summer",3,0.25,0.1027,2,0.136933333333333,2.66666666666667,162
"Kaiserbach_forest","Kaiserbach","forest",2,2018-06-14,"summer",3,0.25,1.7264,1,2.30186666666667,1.33333333333333,165
"Kaiserbach_forest","Kaiserbach","forest",2,2018-06-18,"summer",4,0.25,0.1946,3,0.1946,3,169
"Kaiserbach_forest","Kaiserbach","forest",2,2018-06-25,"summer",4,0.25,0.0452,6,0.0452,6,176
"Kaiserbach_forest","Kaiserbach","forest",2,2018-06-28,"summer",3,0.25,1.5701,8,2.09346666666667,10.6666666666667,179
"Kaiserbach_forest","Kaiserbach","forest",2,2018-07-05,"summer",3,0.25,0.0467,1,0.0622666666666667,1.33333333333333,186
"Kaiserbach_forest","Kaiserbach","forest",2,2018-07-09,"summer",4,0.25,0.761,1,0.761,1,190
"Kaiserbach_forest","Kaiserbach","forest",2,2018-07-12,"summer",3,0.25,0.0406,1,0.0541333333333333,1.33333333333333,193
"Kaiserbach_forest","Kaiserbach","forest",2,2018-07-17,"summer",5,0.25,0.5332,3,0.42656,2.4,198
"Kaiserbach_forest","Kaiserbach","forest",2,2018-07-19,"summer",2,0.25,0.05,2,0.1,4,200
"Kaiserbach_forest","Kaiserbach","forest",2,2018-07-23,"summer",4,0.25,1.4735,6,1.4735,6,204
"Kaiserbach_forest","Kaiserbach","forest",2,2018-07-26,"summer",3,0.25,0.2438,1,0.325066666666667,1.33333333333333,207
"Kaiserbach_forest","Kaiserbach","forest",2,2018-07-30,"autumn",4,0.25,3.1078,84,3.1078,84,211
"Kaiserbach_forest","Kaiserbach","forest",2,2018-08-01,"autumn",2,0.25,0.7267,38,1.4534,76,213
"Kaiserbach_forest","Kaiserbach","forest",2,2018-08-06,"autumn",5,0.25,0.0357,13,0.02856,10.4,218
"Kaiserbach_forest","Kaiserbach","forest",2,2018-08-13,"autumn",4,0.25,1.1481,17,1.1481,17,225
"Kaiserbach_forest","Kaiserbach","forest",2,2018-08-16,"autumn",3,0.25,0.7477,4,0.996933333333333,5.33333333333333,228
"Kaiserbach_forest","Kaiserbach","forest",2,2018-08-20,"autumn",4,0.25,0.7564,15,0.7564,15,232
"Kaiserbach_forest","Kaiserbach","forest",2,2018-08-22,"autumn",2,0.25,0.2176,2,0.4352,4,234
"Kaiserbach_forest","Kaiserbach","forest",2,2018-08-30,"autumn",3,0.25,0.969,1,1.292,1.33333333333333,242
"Kaiserbach_forest","Kaiserbach","forest",2,2018-09-03,"autumn",4,0.25,0.043,1,0.043,1,246
"Kaiserbach_forest","Kaiserbach","forest",2,2018-09-06,"autumn",3,0.25,0.0083,1,0.0110666666666667,1.33333333333333,249
"Kaiserbach_forest","Kaiserbach","forest",2,2018-09-10,"autumn",4,0.25,0.1971,2,0.1971,2,253
"Kaiserbach_forest","Kaiserbach","forest",2,2018-09-12,"autumn",2,0.25,0.1554,1,0.3108,2,255
"Kaiserbach_vine","Kaiserbach","vine",1,2018-03-22,"spring",4,0.25,0.2282,3,0.2282,3,81
"Kaiserbach_vine","Kaiserbach","vine",1,2018-03-26,"spring",4,0.25,2.2257,15,2.2257,15,85
"Kaiserbach_vine","Kaiserbach","vine",1,2018-03-29,"spring",3,0.25,0.8241,9,1.0988,12,88
"Kaiserbach_vine","Kaiserbach","vine",1,2018-04-03,"spring",5,0.25,0.9462,3,0.75696,2.4,93
"Kaiserbach_vine","Kaiserbach","vine",1,2018-04-06,"spring",3,0.25,8.3932,35,11.1909333333333,46.6666666666667,96
"Kaiserbach_vine","Kaiserbach","vine",1,2018-04-09,"spring",3,0.25,13.2298,39,17.6397333333333,52,99
"Kaiserbach_vine","Kaiserbach","vine",1,2018-04-12,"spring",3,0.25,1.647,11,2.196,14.6666666666667,102
"Kaiserbach_vine","Kaiserbach","vine",1,2018-04-16,"spring",4,0.25,3.8631,15,3.8631,15,106
"Kaiserbach_vine","Kaiserbach","vine",1,2018-04-19,"spring",3,0.25,0.6113,8,0.815066666666667,10.6666666666667,109
"Kaiserbach_vine","Kaiserbach","vine",1,2018-04-23,"spring",4,0.25,6.5915,45,6.5915,45,113
"Kaiserbach_vine","Kaiserbach","vine",1,2018-04-26,"spring",3,0.25,0.2119,8,0.282533333333333,10.6666666666667,116
"Kaiserbach_vine","Kaiserbach","vine",1,2018-04-30,"spring",4,0.25,0.5173,8,0.5173,8,120
"Kaiserbach_vine","Kaiserbach","vine",1,2018-05-03,"spring",3,0.25,3.3359,22,4.44786666666667,29.3333333333333,123
"Kaiserbach_vine","Kaiserbach","vine",1,2018-05-07,"spring",4,0.25,3.0386,68,3.0386,68,127
"Kaiserbach_vine","Kaiserbach","vine",1,2018-05-10,"spring",3,0.25,10.9101,10,14.5468,13.3333333333333,130
"Kaiserbach_vine","Kaiserbach","vine",1,2018-05-14,"spring",4,0.25,14.4931,17,14.4931,17,134
"Kaiserbach_vine","Kaiserbach","vine",1,2018-05-17,"summer",3,0.25,13.3633,19,17.8177333333333,25.3333333333333,137
"Kaiserbach_vine","Kaiserbach","vine",1,2018-05-22,"summer",5,0.25,10.6905,12,8.5524,9.6,142
"Kaiserbach_vine","Kaiserbach","vine",1,2018-05-24,"summer",2,0.25,2.2207,7,4.4414,14,144
"Kaiserbach_vine","Kaiserbach","vine",1,2018-05-30,"summer",2,0.25,23.7073,8,47.4146,16,150
"Kaiserbach_vine","Kaiserbach","vine",1,2018-06-08,"summer",4,0.25,14.7542,7,14.7542,7,159
"Kaiserbach_vine","Kaiserbach","vine",1,2018-06-11,"summer",3,0.25,8.1726,6,10.8968,8,162
"Kaiserbach_vine","Kaiserbach","vine",1,2018-06-14,"summer",3,0.25,1.6842,10,2.2456,13.3333333333333,165
"Kaiserbach_vine","Kaiserbach","vine",1,2018-06-18,"summer",4,0.25,16.5331,16,16.5331,16,169
"Kaiserbach_vine","Kaiserbach","vine",1,2018-06-21,"summer",3,0.25,8.6879,1,11.5838666666667,1.33333333333333,172
"Kaiserbach_vine","Kaiserbach","vine",1,2018-06-25,"summer",4,0.25,4.0433,11,4.0433,11,176
"Kaiserbach_vine","Kaiserbach","vine",1,2018-06-28,"summer",3,0.25,5.5661,9,7.42146666666667,12,179
"Kaiserbach_vine","Kaiserbach","vine",1,2018-07-02,"summer",4,0.25,22.2257,14,22.2257,14,183
"Kaiserbach_vine","Kaiserbach","vine",1,2018-07-05,"summer",3,0.25,0.1067,12,0.142266666666667,16,186
"Kaiserbach_vine","Kaiserbach","vine",1,2018-07-09,"summer",4,0.25,0.7979,6,0.7979,6,190
"Kaiserbach_vine","Kaiserbach","vine",1,2018-07-12,"summer",3,0.25,3.2197,1,4.29293333333333,1.33333333333333,193
"Kaiserbach_vine","Kaiserbach","vine",1,2018-07-16,"summer",4,0.25,4.3334,1,4.3334,1,197
"Kaiserbach_vine","Kaiserbach","vine",1,2018-07-19,"summer",3,0.25,23.6366,4,31.5154666666667,5.33333333333333,200
"Kaiserbach_vine","Kaiserbach","vine",1,2018-07-23,"summer",4,0.25,17.4235,23,17.4235,23,204
"Kaiserbach_vine","Kaiserbach","vine",1,2018-07-26,"summer",3,0.25,0.6522,18,0.8696,24,207
"Kaiserbach_vine","Kaiserbach","vine",1,2018-08-01,"autumn",2,0.25,0.038,3,0.076,6,213
"Kaiserbach_vine","Kaiserbach","vine",1,2018-08-06,"autumn",5,0.25,3.2188,1,2.57504,0.8,218
"Kaiserbach_vine","Kaiserbach","vine",1,2018-08-09,"autumn",3,0.25,0.0369,3,0.0492,4,221
"Kaiserbach_vine","Kaiserbach","vine",1,2018-08-16,"autumn",3,0.25,0.3827,1,0.510266666666667,1.33333333333333,228
"Kaiserbach_vine","Kaiserbach","vine",1,2018-08-22,"autumn",2,0.25,0.0797,6,0.1594,12,234
"Kaiserbach_vine","Kaiserbach","vine",1,2018-08-27,"autumn",5,0.25,0.4302,5,0.34416,4,239
"Kaiserbach_vine","Kaiserbach","vine",1,2018-08-30,"autumn",3,0.25,1.7612,36,2.34826666666667,48,242
"Kaiserbach_vine","Kaiserbach","vine",1,2018-09-06,"autumn",3,0.25,0.1231,12,0.164133333333333,16,249
"Kaiserbach_vine","Kaiserbach","vine",1,2018-09-12,"autumn",2,0.25,0.0852,4,0.1704,8,255
"Kaiserbach_vine","Kaiserbach","vine",2,2018-03-22,"spring",4,0.25,0.2571,4,0.2571,4,81
"Kaiserbach_vine","Kaiserbach","vine",2,2018-03-26,"spring",4,0.25,2.0364,18,2.0364,18,85
"Kaiserbach_vine","Kaiserbach","vine",2,2018-03-29,"spring",3,0.25,0.1889,2,0.251866666666667,2.66666666666667,88
"Kaiserbach_vine","Kaiserbach","vine",2,2018-04-03,"spring",5,0.25,4.3745,42,3.4996,33.6,93
"Kaiserbach_vine","Kaiserbach","vine",2,2018-04-06,"spring",3,0.25,1.6664,9,2.22186666666667,12,96
"Kaiserbach_vine","Kaiserbach","vine",2,2018-04-09,"spring",3,0.25,4.3069,22,5.74253333333333,29.3333333333333,99
"Kaiserbach_vine","Kaiserbach","vine",2,2018-04-12,"spring",3,0.25,15.4639,40,20.6185333333333,53.3333333333333,102
"Kaiserbach_vine","Kaiserbach","vine",2,2018-04-19,"spring",3,0.25,17.189,31,22.9186666666667,41.3333333333333,109
"Kaiserbach_vine","Kaiserbach","vine",2,2018-04-23,"spring",4,0.25,0.5872,6,0.5872,6,113
"Kaiserbach_vine","Kaiserbach","vine",2,2018-04-30,"spring",4,0.25,0.0812,2,0.0812,2,120
"Kaiserbach_vine","Kaiserbach","vine",2,2018-05-03,"spring",3,0.25,1.0313,11,1.37506666666667,14.6666666666667,123
"Kaiserbach_vine","Kaiserbach","vine",2,2018-05-07,"spring",4,0.25,1.904,16,1.904,16,127
"Kaiserbach_vine","Kaiserbach","vine",2,2018-05-10,"spring",3,0.25,9.7747,54,13.0329333333333,72,130
"Kaiserbach_vine","Kaiserbach","vine",2,2018-05-17,"summer",3,0.25,1.0464,1,1.3952,1.33333333333333,137
"Kaiserbach_vine","Kaiserbach","vine",2,2018-05-22,"summer",5,0.25,1.4295,2,1.1436,1.6,142
"Kaiserbach_vine","Kaiserbach","vine",2,2018-05-24,"summer",2,0.25,12.2573,16,24.5146,32,144
"Kaiserbach_vine","Kaiserbach","vine",2,2018-05-30,"summer",2,0.25,10.2405,4,20.481,8,150
"Kaiserbach_vine","Kaiserbach","vine",2,2018-06-08,"summer",4,0.25,9.6408,74,9.6408,74,159
"Kaiserbach_vine","Kaiserbach","vine",2,2018-06-11,"summer",3,0.25,12.9839,5,17.3118666666667,6.66666666666667,162
"Kaiserbach_vine","Kaiserbach","vine",2,2018-06-14,"summer",3,0.25,0.1085,3,0.144666666666667,4,165
"Kaiserbach_vine","Kaiserbach","vine",2,2018-06-18,"summer",4,0.25,3.4455,5,3.4455,5,169
"Kaiserbach_vine","Kaiserbach","vine",2,2018-06-28,"summer",3,0.25,23.9972,3,31.9962666666667,4,179
"Kaiserbach_vine","Kaiserbach","vine",2,2018-07-02,"summer",4,0.25,9.3099,3,9.3099,3,183
"Kaiserbach_vine","Kaiserbach","vine",2,2018-07-05,"summer",3,0.25,5.1143,3,6.81906666666667,4,186
"Kaiserbach_vine","Kaiserbach","vine",2,2018-07-09,"summer",4,0.25,0.6142,3,0.6142,3,190
"Kaiserbach_vine","Kaiserbach","vine",2,2018-07-12,"summer",3,0.25,15.8658,7,21.1544,9.33333333333333,193
"Kaiserbach_vine","Kaiserbach","vine",2,2018-07-16,"summer",4,0.25,15.2039,6,15.2039,6,197
"Kaiserbach_vine","Kaiserbach","vine",2,2018-07-19,"summer",3,0.25,0.6503,8,0.867066666666667,10.6666666666667,200
"Kaiserbach_vine","Kaiserbach","vine",2,2018-07-26,"summer",3,0.25,0.0395,8,0.0526666666666667,10.6666666666667,207
"Kaiserbach_vine","Kaiserbach","vine",2,2018-07-30,"autumn",4,0.25,0.2322,15,0.2322,15,211
"Kaiserbach_vine","Kaiserbach","vine",2,2018-08-01,"autumn",2,0.25,0.1063,6,0.2126,12,213
"Kaiserbach_vine","Kaiserbach","vine",2,2018-08-06,"autumn",5,0.25,0,1,0,0.8,218
"Kaiserbach_vine","Kaiserbach","vine",2,2018-08-13,"autumn",4,0.25,1.7486,3,1.7486,3,225
"Kaiserbach_vine","Kaiserbach","vine",2,2018-08-16,"autumn",3,0.25,0.4547,5,0.606266666666667,6.66666666666667,228
"Kaiserbach_vine","Kaiserbach","vine",2,2018-08-27,"autumn",5,0.25,0.7231,28,0.57848,22.4,239
"Kaiserbach_vine","Kaiserbach","vine",2,2018-08-30,"autumn",3,0.25,5.1292,2,6.83893333333333,2.66666666666667,242
"Kaiserbach_vine","Kaiserbach","vine",2,2018-09-03,"autumn",4,0.25,0.62,27,0.62,27,246
"Kaiserbach_vine","Kaiserbach","vine",2,2018-09-06,"autumn",3,0.25,7.663,5,10.2173333333333,6.66666666666667,249
"Kaiserbach_vine","Kaiserbach","vine",2,2018-09-10,"autumn",4,0.25,5.6383,18,5.6383,18,253
"Kaiserbach_vine","Kaiserbach","vine",2,2018-09-12,"autumn",2,0.25,0.0361,2,0.0722,4,255
"Klingbach_forest","Klingbach","forest",1,2018-03-22,"spring",4,0.25,2.2436,5,2.2436,5,81
"Klingbach_forest","Klingbach","forest",1,2018-03-26,"spring",4,0.25,11.9846,22,11.9846,22,85
"Klingbach_forest","Klingbach","forest",1,2018-03-29,"spring",3,0.25,17.7721,57,23.6961333333333,76,88
"Klingbach_forest","Klingbach","forest",1,2018-04-03,"spring",5,0.25,32.3945,67,25.9156,53.6,93
"Klingbach_forest","Klingbach","forest",1,2018-04-06,"spring",3,0.25,25.0361,58,33.3814666666667,77.3333333333333,96
"Klingbach_forest","Klingbach","forest",1,2018-04-09,"spring",3,0.25,11.2174,42,14.9565333333333,56,99
"Klingbach_forest","Klingbach","forest",1,2018-04-12,"spring",3,0.25,6.4879,17,8.65053333333333,22.6666666666667,102
"Klingbach_forest","Klingbach","forest",1,2018-04-16,"spring",4,0.25,7.0959,15,7.0959,15,106
"Klingbach_forest","Klingbach","forest",1,2018-04-19,"spring",3,0.25,4.5261,17,6.0348,22.6666666666667,109
"Klingbach_forest","Klingbach","forest",1,2018-04-23,"spring",4,0.25,17.4765,106,17.4765,106,113
"Klingbach_forest","Klingbach","forest",1,2018-04-26,"spring",3,0.25,5.8349,61,7.77986666666667,81.3333333333333,116
"Klingbach_forest","Klingbach","forest",1,2018-04-30,"spring",4,0.25,18.3976,125,18.3976,125,120
"Klingbach_forest","Klingbach","forest",1,2018-05-03,"spring",3,0.25,1.8132,22,2.4176,29.3333333333333,123
"Klingbach_forest","Klingbach","forest",1,2018-05-07,"spring",4,0.25,1.3157,15,1.3157,15,127
"Klingbach_forest","Klingbach","forest",1,2018-05-10,"spring",3,0.25,1.6864,6,2.24853333333333,8,130
"Klingbach_forest","Klingbach","forest",1,2018-05-14,"spring",4,0.25,3.5251,2,3.5251,2,134
"Klingbach_forest","Klingbach","forest",1,2018-05-22,"summer",5,0.25,18.0672,11,14.45376,8.8,142
"Klingbach_forest","Klingbach","forest",1,2018-05-24,"summer",2,0.25,2.8135,5,5.627,10,144
"Klingbach_forest","Klingbach","forest",1,2018-05-30,"summer",2,0.25,3.2723,5,6.5446,10,150
"Klingbach_forest","Klingbach","forest",1,2018-06-14,"summer",3,0.25,0,0,0,0,165
"Klingbach_forest","Klingbach","forest",1,2018-06-18,"summer",4,0.25,27.2389,2,27.2389,2,169
"Klingbach_forest","Klingbach","forest",1,2018-06-21,"summer",3,0.25,0.0252,1,0.0336,1.33333333333333,172
"Klingbach_forest","Klingbach","forest",1,2018-06-25,"summer",4,0.25,15.9689,12,15.9689,12,176
"Klingbach_forest","Klingbach","forest",1,2018-06-28,"summer",3,0.25,10.5193,11,14.0257333333333,14.6666666666667,179
